"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"6001",-118.21,33.79,44,121,29,153,30,2.1964,150000
"6002",-118.21,33.79,39,1598,458,1691,399,2.3605,141800
"6003",-118.21,33.79,33,32,18,96,36,4.5938,112500
"6004",-118.22,34.67,28,2357,408,1162,384,4.3636,179700
"6005",-118.22,34.63,4,14348,2145,5839,1806,5.3799,222400
"6006",-118.22,34.23,34,3296,483,1268,478,8.4802,500001
"6007",-118.22,34.22,39,2686,417,1094,402,7.0059,500001
"6008",-118.22,34.21,29,2174,418,1030,395,3.5707,341700
"6009",-118.22,34.19,36,959,204,446,210,3.215,331300
"6010",-118.22,34.19,36,2443,492,1115,493,3.9777,409800
"6011",-118.22,34.19,31,4704,920,1895,886,4.9297,4e+05
"6012",-118.22,34.14,52,2298,406,1203,387,5.5291,274600
"6013",-118.22,34.14,52,1388,271,735,239,3.7404,247700
"6014",-118.22,34.14,50,3657,708,1725,644,5.5456,258100
"6015",-118.22,34.13,52,791,174,501,162,3.3542,178100
"6016",-118.22,34.13,47,1585,420,949,366,2.7098,173800
"6017",-118.22,34.13,40,2749,580,1375,511,4.825,205800
"6018",-118.22,34.13,35,2983,526,1614,543,5.7794,272400
"6019",-118.22,34.12,37,1298,242,750,255,5.2049,240800
"6020",-118.22,34.11,36,2870,529,1371,565,5.2083,220900
"6021",-118.22,34.1,35,4003,788,2785,764,4.1213,252100
"6022",-118.22,34.1,33,1903,386,1187,340,4.0469,196600
"6023",-118.22,34.09,45,1072,275,996,243,2.8194,165000
"6024",-118.22,34.09,42,1706,488,1941,447,2.5213,149700
"6025",-118.22,34.09,40,1081,282,970,263,1.875,150000
"6026",-118.22,34.09,36,1427,415,1835,410,2.48,138900
"6027",-118.22,34.08,34,1709,562,2105,503,1.9704,152100
"6028",-118.22,34.08,31,394,117,573,131,1.8173,154200
"6029",-118.22,34.07,36,839,250,1079,245,1.7463,158300
"6030",-118.22,34.07,35,1504,477,2059,498,2.0133,145800
"6031",-118.22,34.06,52,48,6,41,10,10.2264,112500
"6032",-118.22,34.06,34,1083,364,1132,338,2.2344,153100
"6033",-118.22,34.05,44,1105,346,1598,372,1.2,115600
"6034",-118.22,34.05,41,1422,478,1640,434,1.6122,157100
"6035",-118.22,34.05,36,1243,470,1668,444,1.0714,137500
"6036",-118.22,34.05,34,1113,313,928,290,3.1654,155000
"6037",-118.22,34.04,43,798,308,1417,325,1.4189,141700
"6038",-118.22,34.04,43,2343,803,2468,707,1.5163,115000
"6039",-118.22,34.03,45,554,214,888,218,1.8125,139600
"6040",-118.22,33.99,24,1402,482,1976,466,2.6964,163200
"6041",-118.22,33.98,42,626,143,625,156,3.125,166300
"6042",-118.22,33.98,36,1514,453,1496,448,2.1044,148200
"6043",-118.22,33.98,34,2225,753,2980,736,1.6685,128800
"6044",-118.22,33.98,30,1971,645,2650,605,2.0357,169900
"6045",-118.22,33.98,18,1781,765,1913,702,1.2059,255000
"6046",-118.22,33.98,15,1011,274,899,219,2.7045,190600
"6047",-118.22,33.97,47,1688,386,1663,381,4.0609,171300
"6048",-118.22,33.97,47,1147,297,1097,307,2.6384,162900
"6049",-118.22,33.97,47,1058,295,1097,274,2.881,183300
"6050",-118.22,33.97,43,381,67,259,60,3.0313,166100
"6051",-118.22,33.96,32,2232,603,2361,608,2.5966,170900
"6052",-118.22,33.95,42,3896,981,4496,993,3.153,150900
"6053",-118.22,33.94,42,1115,297,1412,325,3.0903,153500
"6054",-118.22,33.94,42,1046,287,1218,289,2.6538,143400
"6055",-118.22,33.94,40,930,258,1203,244,2.5938,115400
"6056",-118.22,33.94,38,788,224,1155,208,3.3542,153800
"6057",-118.22,33.93,39,1921,483,2286,470,3.0167,130000
"6058",-118.22,33.92,32,1263,333,1789,346,1.9957,89300
"6059",-118.22,33.92,23,926,409,1856,408,2.1366,1e+05
"6060",-118.22,33.91,31,571,153,841,158,2.6154,89200
"6061",-118.22,33.91,28,1847,500,2263,473,1.5161,103200
"6062",-118.22,33.9,40,1802,496,2096,468,2.3542,97900
"6063",-118.22,33.9,38,796,159,679,167,3.6607,110400
"6064",-118.22,33.9,35,1649,424,1786,388,1.4091,105600
"6065",-118.22,33.9,30,1007,260,1112,238,1.7262,115600
"6066",-118.22,33.89,41,990,228,776,207,2.125,120200
"6067",-118.22,33.89,37,797,190,485,166,2.7434,95200
"6068",-118.22,33.89,36,873,240,1086,217,2.25,126600
"6069",-118.22,33.89,26,266,75,252,59,2.1211,138100
"6070",-118.22,33.88,35,998,313,1335,311,1.6574,102500
"6071",-118.22,33.86,16,8732,1489,3944,1493,5.1948,203500
"6072",-118.22,33.84,38,1928,429,1358,399,4.0687,160300
"6073",-118.22,33.84,35,1131,273,1007,269,4.0219,168300
"6074",-118.22,33.83,44,1792,404,1115,358,3.9091,174400
"6075",-118.22,33.83,43,1426,272,871,276,3.7083,175200
"6076",-118.22,33.83,42,1370,299,1018,328,4.4474,160200
"6077",-118.22,33.82,30,1680,469,1779,429,3.6086,146300
"6078",-118.22,33.82,17,5357,1332,3030,1266,1.9311,138100
"6079",-118.22,33.81,41,726,166,602,183,3.7885,156900
"6080",-118.22,33.81,38,1486,359,1345,326,3.3988,147800
"6081",-118.22,33.8,36,1285,347,1291,337,3.7708,157100
"6082",-118.22,33.8,33,1984,477,1764,440,3.875,165100
"6083",-118.22,33.79,48,143,41,222,50,1.7,104200
"6084",-118.23,35.48,17,2354,514,775,380,1.8369,59400
"6085",-118.23,34.66,25,2627,387,1059,338,3.6382,138200
"6086",-118.23,34.24,31,3857,607,1695,572,7.642,396400
"6087",-118.23,34.23,34,2377,362,1055,362,6,367100
"6088",-118.23,34.22,37,1376,237,618,226,5.9771,431800
"6089",-118.23,34.22,36,2288,439,1079,434,4.5486,361000
"6090",-118.23,34.21,50,309,47,121,45,6.213,285000
"6091",-118.23,34.21,38,1399,390,859,386,3.4148,234800
"6092",-118.23,34.21,36,2988,719,1357,657,3.5174,268000
"6093",-118.23,34.21,32,1464,406,693,380,2.5463,2e+05
"6094",-118.23,34.2,51,1477,280,750,295,5.3925,317900
"6095",-118.23,34.2,48,1473,294,807,296,3.399,306300
"6096",-118.23,34.18,47,1853,345,757,310,3.6875,422000
"6097",-118.23,34.18,45,2332,343,943,339,8.1132,446600
"6098",-118.23,34.16,31,3105,582,1359,547,5.1718,429100
"6099",-118.23,34.15,40,2124,370,998,372,5.3369,370400
"6100",-118.23,34.15,26,1649,522,1332,483,3.1004,257100
"6101",-118.23,34.14,33,2865,864,2061,790,2.6268,201300
"6102",-118.23,34.14,25,2864,844,1745,803,2.9167,224300
"6103",-118.23,34.13,48,737,166,462,131,3.5893,212500
"6104",-118.23,34.13,47,1162,235,781,268,4.6528,244400
"6105",-118.23,34.13,37,1799,426,1088,417,2.975,244500
"6106",-118.23,34.13,34,609,149,407,145,4.5766,185800
"6107",-118.23,34.12,32,2094,491,1413,479,4.5089,221100
"6108",-118.23,34.12,28,1546,465,974,408,2.2843,183800
"6109",-118.23,34.11,35,4148,971,3220,892,3.3389,187100
"6110",-118.23,34.11,33,2612,646,2496,606,3.133,156000
"6111",-118.23,34.11,31,1021,191,495,191,5.5051,223500
"6112",-118.23,34.1,46,2483,587,2121,553,2.2788,152900
"6113",-118.23,34.1,41,1353,379,1536,416,2.1687,157000
"6114",-118.23,34.1,38,1051,249,799,229,2.712,143800
"6115",-118.23,34.09,47,859,239,913,234,2.6442,136100
"6116",-118.23,34.09,45,1747,484,1680,441,2.6051,155500
"6117",-118.23,34.09,41,438,201,690,161,2.0476,181300
"6118",-118.23,34.07,40,506,119,397,114,3.1944,143800
"6119",-118.23,34.07,35,1335,440,1586,445,1.9722,156300
"6120",-118.23,34.05,52,346,270,346,251,2.5313,225000
"6121",-118.23,34,35,167,60,267,55,1.5227,350000
"6122",-118.23,33.99,5,706,203,839,199,4.5208,165000
"6123",-118.23,33.99,37,378,176,714,156,2.1912,112500
