"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"13001",-121.85,37.26,16,1982,280,1030,297,6.4339,289200
"13002",-121.85,37.26,16,1816,241,793,234,6.8194,291200
"13003",-121.85,37.25,20,3773,624,1965,607,5.4939,241200
"13004",-121.85,37.24,17,6425,1268,3934,1238,5.1228,237600
"13005",-121.85,36.61,38,238,72,191,67,1.3897,125000
"13006",-121.85,36.6,41,3138,717,1890,642,2.4864,140400
"13007",-121.85,36.6,21,2381,701,1264,659,2.5372,218000
"13008",-121.85,36.59,42,891,203,525,212,3.3156,186300
"13009",-121.86,40.77,17,2816,639,1027,406,2.503,65600
"13010",-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800
"13011",-121.86,39.76,19,7254,1785,4030,1667,2.0094,87300
"13012",-121.86,38.04,52,242,59,188,54,1.3958,67500
"13013",-121.86,38,16,3216,464,1504,453,5.25,161700
"13014",-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700
"13015",-121.86,37.66,22,3634,664,1699,640,4.1597,293200
"13016",-121.86,37.42,20,5032,808,2695,801,6.6227,264800
"13017",-121.86,37.41,16,2938,589,1718,568,5.5073,178900
"13018",-121.86,37.41,16,2411,420,1671,442,6.5004,263600
"13019",-121.86,37.41,16,1489,262,945,263,7.3861,267000
"13020",-121.86,37.4,16,2391,369,1419,373,5.8721,267800
"13021",-121.86,37.39,17,1777,328,1235,329,5.4225,258100
"13022",-121.86,37.38,15,2052,405,1380,409,5.8686,181100
"13023",-121.86,37.37,15,8162,2124,8793,2086,3.3306,210300
"13024",-121.86,37.36,31,1602,358,1179,354,4.4896,156800
"13025",-121.86,37.35,46,1448,330,1094,331,2.4968,174100
"13026",-121.86,37.35,43,1536,371,1256,357,2.8,153300
"13027",-121.86,37.35,35,2391,605,1886,595,2.5551,182100
"13028",-121.86,37.34,40,2277,508,1718,434,3.0089,185200
"13029",-121.86,37.34,29,5274,1625,6234,1639,2.5947,177300
"13030",-121.86,37.32,13,2519,581,2094,530,4.3621,173400
"13031",-121.86,37.31,24,1939,652,1808,625,2.2259,112500
"13032",-121.86,37.29,14,6160,1222,2472,1204,4.1444,178400
"13033",-121.86,37.27,19,1852,268,866,272,5.6139,279500
"13034",-121.86,37.27,17,4393,709,2292,692,5.6876,246500
"13035",-121.86,37.26,16,2814,485,1305,465,5.5121,224100
"13036",-121.86,37.25,16,6958,1300,2965,1217,4.2885,262400
"13037",-121.86,37.22,18,7245,1029,2893,1049,6.9508,361200
"13038",-121.86,37.21,23,2552,305,916,316,9.1974,500001
"13039",-121.86,37,16,8638,1392,3706,1251,5.503,351800
"13040",-121.86,36.63,37,338,109,231,100,2.5313,108300
"13041",-121.86,36.6,31,1044,285,762,301,3.038,195300
"13042",-121.86,36.6,21,3634,1011,1985,917,2.9085,156300
"13043",-121.86,36.58,20,6332,991,2668,955,5.7578,347700
"13044",-121.87,39.82,11,5103,825,2456,810,4.5032,159700
"13045",-121.87,39.75,22,1707,296,822,297,3.6625,126600
"13046",-121.87,39.74,7,1737,290,747,265,3.9,147000
"13047",-121.87,38.02,52,2264,439,1403,476,2.7083,99400
