"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"9001",-118.94,34.24,5,10018,1233,4253,1120,8.9063,500001
"9002",-118.94,34.18,25,3502,508,1713,508,5.5181,242100
"9003",-118.94,34.18,24,3689,585,1898,581,5.9224,239400
"9004",-118.94,34.17,16,3746,508,1556,452,6.3303,299400
"9005",-118.94,34.17,15,1679,271,928,264,5.5681,235600
"9006",-118.94,34.16,3,1170,148,493,142,8.0428,500001
"9007",-118.95,35.38,35,2220,388,906,373,3.5938,95200
"9008",-118.95,35.38,30,2594,478,1419,480,3.725,83100
"9009",-118.95,35.37,37,1475,327,946,295,1.6728,55400
"9010",-118.95,35.37,34,1672,359,1059,349,2.1588,61300
"9011",-118.95,35.36,30,2294,508,1753,482,2.1078,54700
"9012",-118.95,35.32,29,3480,608,2007,541,3.2738,78700
"9013",-118.95,34.83,18,3278,762,1338,550,2.9891,116500
"9014",-118.95,34.81,30,2817,604,1089,412,3.1364,123500
"9015",-118.95,34.19,24,2719,434,1318,424,4.675,228800
"9016",-118.95,34.18,25,2237,331,1121,365,6.0994,254900
"9017",-118.95,34.17,9,2372,312,1039,321,7.6016,344900
"9018",-118.95,34.17,23,2630,404,1184,385,5.2955,247600
"9019",-118.95,34.16,21,2953,419,1397,410,6.541,291500
"9020",-118.96,37.64,11,3934,697,901,345,4.2381,242700
"9021",-118.96,36.66,18,1302,424,320,133,3.1964,80000
"9022",-118.96,36.49,24,1268,269,636,183,1.742,118800
"9023",-118.96,35.41,29,3548,729,1542,659,2.947,87100
"9024",-118.96,35.4,27,2473,400,1271,427,3.5524,89100
"9025",-118.96,35.39,23,5624,1148,2842,1042,3.1297,79000
"9026",-118.96,35.38,41,2417,435,973,406,3.0568,85600
"9027",-118.96,35.38,34,2047,347,888,352,3.6734,92900
"9028",-118.96,35.37,40,1603,374,1026,337,1.365,54300
"9029",-118.96,35.37,32,1025,259,874,236,1.9612,53400
"9030",-118.96,35.36,35,2285,497,1738,480,2.4848,54000
"9031",-118.96,34.3,16,3103,482,1567,467,6.907,500001
"9032",-118.96,34.23,14,15207,2924,6301,2829,3.9699,217000
"9033",-118.96,34.19,16,1807,346,587,296,1.9811,162500
"9034",-118.96,34.18,16,3137,462,1384,436,6.1306,258200
"9035",-118.97,37.64,14,2284,622,342,137,3.0921,87500
"9036",-118.97,37.64,14,1847,439,238,98,3.6042,137500
"9037",-118.97,36.06,26,1289,262,1100,244,1.975,51400
"9038",-118.97,35.41,36,1896,315,937,303,3.996,85500
"9039",-118.97,35.4,34,1859,323,854,309,3.1906,76200
"9040",-118.97,35.39,38,2121,433,1547,441,2.774,59500
"9041",-118.97,35.38,42,1185,358,1038,299,0.9951,48000
"9042",-118.97,35.38,35,1673,426,1041,413,1.375,57500
"9043",-118.97,35.38,32,1361,363,1483,297,1.625,46800
"9044",-118.97,35.37,52,425,119,380,97,1.4125,42500
"9045",-118.97,35.37,41,2396,602,1781,543,1.8819,58000
"9046",-118.97,35.37,34,1379,333,1156,315,1.7197,48900
"9047",-118.97,35.36,31,1418,306,1219,312,1.5743,46700
"9048",-118.97,34.18,18,7338,1020,3419,1058,7.0242,293100
"9049",-118.98,38.03,15,991,277,419,170,3.5469,82500
"9050",-118.98,37.65,18,1795,416,483,208,4.5375,169800
"9051",-118.98,37.64,17,3769,908,1160,453,3.05,188900
"9052",-118.98,36.06,33,2043,443,1497,417,2.343,47400
"9053",-118.98,35.4,36,1864,331,1052,325,3.4205,76600
"9054",-118.98,35.4,36,1443,273,680,259,2.9821,73100
"9055",-118.98,35.4,34,813,171,440,170,2.8393,69800
"9056",-118.98,35.39,32,2620,682,2375,684,1.2618,46900
"9057",-118.98,35.39,29,607,177,476,143,1.1875,50700
"9058",-118.98,35.39,22,1812,457,1592,420,1.4146,49100
"9059",-118.98,35.38,39,1497,383,1182,355,1.0648,50000
"9060",-118.98,35.38,34,1020,247,795,228,1.625,50800
"9061",-118.98,35.38,28,1171,299,1193,273,0.8639,49400
"9062",-118.98,35.38,24,1807,465,1460,410,1.4786,54800
"9063",-118.98,35.37,36,1562,398,1223,329,0.9675,47100
"9064",-118.98,35.37,35,825,179,670,181,1.1638,57900
