"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"4001",-117.97,34.13,33,2038,473,1546,469,3.4777,144500
"4002",-117.97,34.11,18,123,28,121,26,3.0417,137500
"4003",-117.97,34.1,33,1558,316,1600,338,2.9712,143900
"4004",-117.97,34.1,26,1399,277,1285,276,4,160100
"4005",-117.97,34.09,31,2779,639,2259,670,3.4032,143400
"4006",-117.97,34.09,27,3569,761,3339,762,4.1304,160500
"4007",-117.97,34.08,8,2027,480,1781,447,3.0806,142400
"4008",-117.97,34.08,30,2227,474,1961,481,3.3261,164100
"4009",-117.97,34.07,20,2063,496,1573,468,3.2,157100
"4010",-117.97,34.06,34,3580,684,2786,636,4.0469,166800
"4011",-117.97,34.06,31,2516,526,2194,497,3.2413,155500
"4012",-117.97,34.05,36,931,160,746,201,3.1667,158000
"4013",-117.97,34.05,36,1299,206,763,216,3.5179,161400
"4014",-117.97,34.05,34,2050,495,1832,465,2.8333,155700
"4015",-117.97,34.05,33,2028,422,1727,371,2.8438,157600
"4016",-117.97,34.04,32,1507,295,1326,324,4.119,163300
"4017",-117.97,34.04,28,1686,417,1355,388,2.5192,157300
"4018",-117.97,34.01,33,3530,700,2959,679,3.7459,152900
"4019",-117.97,34.01,33,2006,381,1410,346,3.7083,165500
"4020",-117.97,34,28,1983,375,1407,367,3.8319,179000
"4021",-117.97,33.99,23,3335,570,1560,555,5.7268,300300
"4022",-117.97,33.99,22,5284,982,2613,932,4.7332,289900
"4023",-117.97,33.96,30,4873,667,1995,638,7.2472,441900
"4024",-117.97,33.94,36,1870,338,947,324,4.1205,217000
"4025",-117.97,33.94,35,1928,360,1056,366,4.0893,215700
"4026",-117.97,33.94,34,1632,263,690,268,5.5608,255800
"4027",-117.97,33.93,35,1887,328,989,351,4.1321,198100
"4028",-117.97,33.93,33,1700,369,981,362,4.5461,194000
"4029",-117.97,33.93,31,1975,373,918,347,4.4107,202000
"4030",-117.97,33.89,17,1851,344,764,339,5.1315,181800
"4031",-117.97,33.89,17,1740,445,1158,412,2.8649,137500
"4032",-117.97,33.89,14,923,136,420,130,10.2252,462800
"4033",-117.97,33.88,16,2003,300,1172,318,6.0394,321600
"4034",-117.97,33.88,11,1454,247,635,236,6.2427,218500
"4035",-117.97,33.87,28,1784,440,1255,433,3.7054,169200
"4036",-117.97,33.86,34,2138,490,1682,463,3.6006,161700
"4037",-117.97,33.86,12,1370,367,1022,296,3.6471,141700
"4038",-117.97,33.85,45,818,147,546,152,5.1057,170700
"4039",-117.97,33.85,30,2513,476,1611,472,4.0061,182900
"4040",-117.97,33.84,35,793,128,589,137,5.25,190200
"4041",-117.97,33.84,25,2471,518,1539,500,4.2679,191700
"4042",-117.97,33.83,22,3310,688,1807,674,4.0185,200900
"4043",-117.97,33.83,16,2035,564,1118,503,3.2546,187500
"4044",-117.97,33.82,26,2335,504,1121,502,2.9891,205200
"4045",-117.97,33.81,30,2406,462,1753,456,4.485,180600
"4046",-117.97,33.81,26,4022,1081,2457,1001,2.8042,206300
"4047",-117.97,33.79,34,2456,410,1289,442,4.1818,224200
"4048",-117.97,33.79,33,3268,641,1704,591,3.6849,211400
"4049",-117.97,33.78,35,3148,597,2110,587,3.9479,203800
"4050",-117.97,33.77,25,1295,417,856,342,2.7157,350000
"4051",-117.97,33.77,22,2244,575,1543,533,2.6618,179600
"4052",-117.97,33.77,20,1988,424,1277,425,2.9414,162200
"4053",-117.97,33.76,28,1386,272,901,294,4.7464,187500
"4054",-117.97,33.76,27,1712,325,1036,345,4.0508,183900
"4055",-117.97,33.76,18,1862,399,1301,369,3.1771,194000
"4056",-117.97,33.75,26,3361,722,2709,648,3.9107,190700
"4057",-117.97,33.74,18,2814,539,1439,493,3.599,262000
"4058",-117.97,33.74,16,1735,380,784,360,4.2566,139200
"4059",-117.97,33.73,26,1694,260,885,279,5.0875,224200
"4060",-117.97,33.73,19,4154,560,2130,589,7.2845,301800
"4061",-117.97,33.71,26,2553,405,1337,411,5.3737,252900
"4062",-117.97,33.71,25,3273,478,1645,497,5.8195,286100
"4063",-117.97,33.69,21,4112,580,1886,581,6.799,292000
"4064",-117.97,33.68,26,3653,568,1930,585,5.7301,260900
"4065",-117.97,33.68,26,1616,292,700,241,5.5105,232100
"4066",-117.97,33.68,16,4508,598,2221,623,7.3731,390800
"4067",-117.97,33.67,25,3906,660,1809,622,5.6765,265100
"4068",-117.97,33.67,17,4466,640,2166,666,6.979,330700
"4069",-117.97,33.66,22,3914,600,1871,607,5.8541,281500
"4070",-117.97,33.66,14,6090,1338,1974,1248,2.8061,180300
"4071",-117.97,33.65,26,2379,336,988,346,5.3674,339300
"4072",-117.97,33.63,25,2482,360,960,352,6.1572,344000
"4073",-117.98,35.13,5,4849,920,2504,847,3.5391,81900
"4074",-117.98,35.1,4,923,166,352,135,4.5724,84500
"4075",-117.98,34.53,13,2815,535,1492,491,4.0945,135700
"4076",-117.98,34.14,27,6341,1289,2899,1192,3.6336,235200
"4077",-117.98,34.14,24,1596,388,1329,352,3.0417,148000
"4078",-117.98,34.13,37,1447,309,1279,290,4.0083,142900
"4079",-117.98,34.13,29,2110,460,1890,448,3.6806,130500
"4080",-117.98,34.09,31,3073,617,2640,594,3.5,161300
"4081",-117.98,34.08,17,3640,830,3537,807,3.4784,152200
"4082",-117.98,34.07,28,441,106,504,108,2.9107,152500
"4083",-117.98,34.07,15,3543,888,3131,823,3.0184,139400
"4084",-117.98,34.06,36,2391,407,1967,398,4.0274,160700
"4085",-117.98,34.06,33,1353,228,1079,237,4.5417,160300
"4086",-117.98,34.05,35,2342,426,2176,416,3.7454,156900
"4087",-117.98,34.05,33,1560,315,1467,313,4.1429,159800
"4088",-117.98,34.04,34,2547,537,2108,498,3.4722,154600
"4089",-117.98,34.04,29,1468,310,1390,276,3.75,190600
"4090",-117.98,34.03,21,797,162,484,166,2.625,191100
"4091",-117.98,34.02,33,3512,632,1971,598,4.4653,193200
"4092",-117.98,34.02,32,2945,651,2044,652,3.1979,183900
"4093",-117.98,34,22,3632,538,1968,566,6.019,324900
"4094",-117.98,33.98,27,2275,346,1039,333,6.2217,333500
"4095",-117.98,33.94,36,4297,717,2038,700,5.2851,258800
"4096",-117.98,33.93,27,3142,509,1520,503,6.2924,232500
"4097",-117.98,33.92,27,3700,568,1793,552,5.3668,219800
"4098",-117.98,33.91,16,10621,1782,3836,1480,5.0923,257200
"4099",-117.98,33.9,6,1537,347,506,280,4.8264,146800
"4100",-117.98,33.87,29,1310,332,937,294,3.8068,158700
"4101",-117.98,33.87,25,2037,515,1435,496,3.3199,188800
"4102",-117.98,33.86,26,1240,285,781,315,4.1287,205800
"4103",-117.98,33.86,25,1025,266,726,183,3.875,137500
"4104",-117.98,33.84,35,984,179,661,199,5.0747,189600
"4105",-117.98,33.84,33,2291,439,1187,405,3.9539,191100
"4106",-117.98,33.84,31,1252,225,714,226,4.6042,220700
"4107",-117.98,33.83,17,3419,932,2460,766,3.2823,228500
"4108",-117.98,33.82,34,1290,220,867,241,5.5486,218100
"4109",-117.98,33.82,34,1038,175,578,174,4.9219,2e+05
"4110",-117.98,33.81,35,897,156,479,161,5.152,215600
"4111",-117.98,33.81,28,3528,816,2304,764,2.582,181800
"4112",-117.98,33.81,18,3751,878,2281,815,3.7201,183100
"4113",-117.98,33.8,35,2114,341,1077,343,5.4876,227500
"4114",-117.98,33.8,32,2161,432,1503,402,4.3036,191400
"4115",-117.98,33.79,35,2356,478,1659,480,4.1115,179700
"4116",-117.98,33.78,22,4255,971,2901,920,3.2636,180200
"4117",-117.98,33.77,7,2252,570,1576,550,3.6333,169800
"4118",-117.98,33.77,22,3236,673,2034,662,4.0955,174200
"4119",-117.98,33.76,29,1518,312,1086,317,4.32,196900
"4120",-117.98,33.76,28,3215,652,2066,636,4.0194,197400
"4121",-117.98,33.76,23,1553,518,1988,474,2.1375,150000
"4122",-117.98,33.75,37,1264,274,783,273,3.3438,199600
"4123",-117.98,33.75,27,2343,415,1537,426,5.1345,210600
"4124",-117.98,33.75,24,3865,802,2670,772,3.8158,180000
"4125",-117.98,33.74,29,3443,635,2257,620,4.7404,207500
"4126",-117.98,33.74,16,4636,908,2341,825,4.4261,304700
"4127",-117.98,33.73,18,3833,1056,2192,996,3.4679,219700
"4128",-117.98,33.72,28,3109,561,1891,562,5.2655,243100
"4129",-117.98,33.72,24,2826,547,1738,546,6.0494,240400
"4130",-117.98,33.71,26,1905,373,1098,368,4.8611,229600
"4131",-117.98,33.71,24,3430,548,1601,512,5.6825,264600
"4132",-117.98,33.71,24,2308,464,1101,407,4.4766,230000
"4133",-117.98,33.7,24,3451,504,1736,493,6.3749,278000
"4134",-117.98,33.7,17,1997,340,952,341,4.4148,239200
"4135",-117.98,33.7,17,1989,411,1401,453,4.1603,160500
"4136",-117.98,33.7,16,5127,631,2142,596,7.8195,390500
"4137",-117.98,33.69,22,3957,520,1774,527,7.0907,350200
"4138",-117.98,33.69,16,2437,438,986,422,5.7117,247200
"4139",-117.98,33.68,24,4177,624,1704,606,6.2473,281900
"4140",-117.98,33.68,14,3396,477,1542,472,7.3982,369100
"4141",-117.98,33.67,7,5664,1174,2493,1101,5.8252,264700
"4142",-117.98,33.65,22,3592,527,1598,523,6.5501,294900
"4143",-117.98,33.65,22,3335,754,1500,719,3.7315,197900
"4144",-117.98,33.65,18,1027,206,436,180,4.2159,211300
"4145",-117.98,33.64,20,1851,495,792,363,3.8187,137500
"4146",-117.98,33.61,17,2054,291,836,288,6.8939,383900
"4147",-117.99,35.16,15,2180,416,960,370,2.875,87800
"4148",-117.99,34.18,38,2981,432,1063,437,6.5254,365000
"4149",-117.99,34.16,40,3838,696,1851,674,4.2407,262000
"4150",-117.99,34.15,44,2492,611,1951,596,3.1304,185600
"4151",-117.99,34.14,30,2346,567,1988,474,2.5625,153000
"4152",-117.99,34.13,37,1568,371,1618,350,2.9605,129400
"4153",-117.99,34.12,35,1040,231,1040,242,2.5395,139200
