"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"5501",-118.16,33.78,14,1709,558,1939,520,1.9808,139100
"5502",-118.16,33.77,49,3382,787,1314,756,3.8125,382100
"5503",-118.16,33.77,38,3235,769,1284,752,2.9384,304100
"5504",-118.16,33.77,30,4439,1105,1749,1011,3.8984,306300
"5505",-118.16,33.77,30,2800,757,1292,742,2.7614,272200
"5506",-118.16,33.77,29,3078,786,1460,736,2.875,232500
"5507",-118.16,33.72,29,2743,708,1059,651,3.625,5e+05
"5508",-118.17,34.87,9,1507,293,761,278,3.0184,87900
"5509",-118.17,34.86,21,2370,540,1488,554,2.7361,83300
"5510",-118.17,34.68,13,5341,773,2288,724,6.6772,185600
"5511",-118.17,34.67,5,8352,1555,3723,1389,4.5659,140300
"5512",-118.17,34.66,9,1561,253,731,233,5.7049,173200
"5513",-118.17,34.61,7,2465,336,978,332,7.1381,292200
"5514",-118.17,34.19,45,1790,316,1035,312,4.0985,173100
"5515",-118.17,34.18,38,1280,231,828,237,4.375,166700
"5516",-118.17,34.14,45,2257,285,759,305,11.7894,500001
"5517",-118.17,34.12,37,2246,481,995,459,4.2944,354700
"5518",-118.17,34.12,35,2568,672,1696,605,2.9154,169200
"5519",-118.17,34.12,30,3376,720,1990,725,3.7813,232000
"5520",-118.17,34.11,26,4971,996,2370,932,4.9676,381400
"5521",-118.17,34.1,48,2514,595,2484,601,3.1146,142500
"5522",-118.17,34.1,37,299,89,318,92,1.3125,145800
"5523",-118.17,34.1,25,4444,647,1922,652,8.058,477300
"5524",-118.17,34.09,36,3066,797,3097,780,2.5523,156500
"5525",-118.17,34.09,33,2907,797,3212,793,2.2348,146600
"5526",-118.17,34.08,39,787,181,731,179,3.2279,158500
"5527",-118.17,34.08,33,851,231,936,228,3.375,147500
"5528",-118.17,34.07,19,2150,544,1510,467,3.4952,150000
"5529",-118.17,34.06,44,1856,461,1853,452,2.5033,131900
"5530",-118.17,34.06,43,464,116,416,120,2.475,142600
"5531",-118.17,34.05,45,733,178,715,165,2.5962,124100
