"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"4501",-118.04,33.92,35,2469,522,2151,537,3.4219,156200
"4502",-118.04,33.92,34,1995,417,1573,407,3.4907,153500
"4503",-118.04,33.9,36,15,5,15,6,0.4999,162500
"4504",-118.04,33.88,17,4807,838,3059,853,5.7619,297300
"4505",-118.04,33.87,18,4626,822,2794,763,5.6917,275100
"4506",-118.04,33.87,17,2358,396,1387,364,6.299,285800
"4507",-118.04,33.86,21,2870,437,1671,470,7.2628,322700
"4508",-118.04,33.85,24,2233,347,1162,355,5.6094,279200
"4509",-118.04,33.84,21,6623,1204,3193,1129,4.5395,256000
"4510",-118.04,33.83,20,1488,312,972,283,4.055,201900
"4511",-118.04,33.83,19,4526,830,2318,748,4.6681,320700
"4512",-118.04,33.82,26,4105,637,2072,648,5.844,273900
"4513",-118.04,33.81,27,2990,515,1849,497,5.6846,216100
"4514",-118.04,33.81,22,4057,624,2204,643,5.8527,241000
"4515",-118.04,33.78,26,3642,557,1623,569,5.8426,259400
"4516",-118.04,33.78,25,3715,575,1640,572,5.7705,247100
"4517",-118.04,33.76,25,4061,545,1623,527,7.1572,294900
"4518",-118.04,33.76,16,2070,263,878,297,7.0879,338800
"4519",-118.04,33.75,16,3757,650,1291,614,5.2001,235600
"4520",-118.04,33.74,26,2532,421,1274,441,5.3559,235800
"4521",-118.04,33.72,15,1836,490,942,477,4.0238,182500
"4522",-118.04,33.72,14,4494,1048,2222,963,4.7821,169400
"4523",-118.04,33.71,12,4014,868,1605,769,6.0102,396900
"4524",-118.05,36.64,34,2090,478,896,426,2.0357,74200
"4525",-118.05,34.17,45,2535,455,1036,437,5.0482,388900
"4526",-118.05,34.16,36,3908,732,1688,725,4.5625,376800
"4527",-118.05,34.15,32,5131,665,1877,622,8.2004,500001
"4528",-118.05,34.13,23,3264,729,1475,668,3.735,218300
"4529",-118.05,34.12,20,5218,959,2302,850,3.55,476700
"4530",-118.05,34.11,48,1410,304,677,274,3.2596,272400
"4531",-118.05,34.1,42,2065,404,1313,402,4.0179,274300
"4532",-118.05,34.1,30,2143,427,1107,416,4.2321,252200
"4533",-118.05,34.09,23,602,135,409,123,3.5268,146400
"4534",-118.05,34.08,34,572,154,752,182,2.0433,138800
"4535",-118.05,34.08,30,1572,427,1857,428,2.4914,159200
"4536",-118.05,34.08,25,4909,1422,4983,1293,2.7254,143500
"4537",-118.05,34.07,32,4492,1075,4119,1035,3.2373,183100
"4538",-118.05,34.06,45,531,164,722,166,2.1406,162500
"4539",-118.05,34.06,32,2286,654,2991,655,2.1781,174500
