"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"13501",-121.96,37.54,14,5106,1207,2738,1108,3.9909,236000
"13502",-121.96,37.53,28,2949,529,1538,545,4.9615,228000
"13503",-121.96,37.53,23,2215,475,1278,492,4.2955,218800
"13504",-121.96,37.53,18,2375,652,1252,586,2.6198,235900
"13505",-121.96,37.52,26,4211,741,2352,734,5.2396,223900
"13506",-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500
"13507",-121.96,37.43,18,2514,578,2205,545,3.3859,158000
"13508",-121.96,37.41,17,3208,617,2286,602,5.2937,238000
"13509",-121.96,37.39,20,1032,229,658,238,4.5062,219300
"13510",-121.96,37.36,33,2581,623,1598,628,3.5199,261400
"13511",-121.96,37.36,16,5040,1325,3150,1196,4.2837,264500
"13512",-121.96,37.35,37,1755,325,699,321,3.925,251300
"13513",-121.96,37.35,32,1484,274,673,272,5.2019,279900
"13514",-121.96,37.34,42,2001,402,942,375,4.4453,255400
"13515",-121.96,37.34,34,1461,299,739,276,3.4375,252600
"13516",-121.96,37.33,26,3269,788,1427,696,4.2136,288300
"13517",-121.96,37.32,11,1711,493,1094,543,3.73,227700
"13518",-121.96,37.31,31,3890,711,1898,717,5.2534,290900
"13519",-121.96,37.31,26,4310,678,1819,686,7.0469,365500
"13520",-121.96,37.3,23,4040,843,2181,843,4.0403,303400
"13521",-121.96,37.29,24,1240,263,690,276,5,283000
"13522",-121.96,37.28,33,1940,327,877,314,5.4386,280400
"13523",-121.96,37.28,28,5018,1066,2846,998,4.0174,273900
"13524",-121.96,37.27,31,3347,589,1566,597,5.5151,286800
"13525",-121.96,37.27,22,6114,1211,2983,1163,5.2533,269100
"13526",-121.96,37.26,22,1408,351,636,294,1.8542,333300
"13527",-121.96,37.25,35,1018,169,484,174,6.1648,371900
"13528",-121.96,37.25,19,1858,359,790,347,4.5156,339300
"13529",-121.96,37.24,26,3032,605,1208,562,5.4683,430900
"13530",-121.96,37.23,36,4423,632,1719,608,7.8407,476400
"13531",-121.96,37.22,35,4709,723,1866,694,8.492,500001
"13532",-121.96,37.13,26,50,5,17,4,15.0001,4e+05
"13533",-121.96,37.1,20,922,155,361,135,6.3617,331500
"13534",-121.96,37.06,16,1321,224,650,206,6.3258,390000
"13535",-121.96,37.03,17,1343,203,511,185,4.625,386400
"13536",-121.96,36.98,16,4907,1117,2265,1048,2.6757,229200
"13537",-121.96,36.97,23,4324,1034,1844,875,3.0777,263800
"13538",-121.96,36.88,37,2846,553,939,433,4.7468,294400
"13539",-121.97,39.79,16,1453,299,904,286,3.5735,89600
"13540",-121.97,38.35,17,5678,1116,3182,1135,3.7388,122000
"13541",-121.97,38.34,16,2331,450,1074,400,4.0329,126800
"13542",-121.97,38.34,11,1500,319,899,304,4.5568,127200
"13543",-121.97,38.03,17,3685,685,1939,649,3.7043,139800
"13544",-121.97,37.97,27,1691,289,807,296,6.1168,210500
"13545",-121.97,37.97,24,1330,183,656,205,5.0092,244100
"13546",-121.97,37.96,28,1433,290,877,313,4.7891,184800
"13547",-121.97,37.95,8,4253,709,1883,662,5.431,246700
"13548",-121.97,37.93,4,3241,464,1552,494,6.6134,307000
"13549",-121.97,37.87,4,1029,126,416,122,13.4883,500001
"13550",-121.97,37.8,17,3279,418,1222,381,7.9168,356000
"13551",-121.97,37.79,17,5688,824,2111,773,6.6131,312500
"13552",-121.97,37.79,16,3873,484,1451,501,6.7857,341300
"13553",-121.97,37.77,13,7241,1007,3221,947,7.2216,324600
"13554",-121.97,37.64,32,1283,194,485,171,6.0574,431000
"13555",-121.97,37.57,21,4342,783,2172,789,4.6146,247600
"13556",-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000
"13557",-121.97,37.55,17,4924,1247,3080,1182,3.168,189400
"13558",-121.97,37.54,31,1949,344,986,322,4.6349,196200
"13559",-121.97,37.54,28,2312,496,1344,467,4.7135,203200
"13560",-121.97,37.53,35,2277,420,1353,413,4.75,197000
"13561",-121.97,37.53,26,2506,387,1273,406,5.4299,236400
"13562",-121.97,37.52,26,3761,623,1776,613,4.5317,232600
"13563",-121.97,37.52,23,4925,948,2530,894,5.0824,230900
"13564",-121.97,37.44,17,127,28,219,22,4.5179,112500
"13565",-121.97,37.4,17,2937,558,1662,533,5.8792,255500
"13566",-121.97,37.36,24,4841,894,2656,920,6.0573,254500
"13567",-121.97,37.35,36,815,126,353,122,6.3191,258300
"13568",-121.97,37.35,35,1880,370,926,321,4.2273,269900
"13569",-121.97,37.35,35,1249,232,556,247,3.925,287100
"13570",-121.97,37.35,30,1955,388,999,386,4.6328,287100
"13571",-121.97,37.34,33,3162,722,1553,686,3.6682,266100
"13572",-121.97,37.33,21,8275,1566,3636,1524,5.1506,302100
"13573",-121.97,37.31,25,5775,1225,3580,1138,3.9187,314900
"13574",-121.97,37.31,21,7628,2166,3637,1749,3.6401,267500
"13575",-121.97,37.3,31,3340,735,1891,686,4.8542,275000
"13576",-121.97,37.3,25,5463,1351,2758,1310,3.0079,277300
"13577",-121.97,37.29,29,2721,682,1602,646,3.337,265300
"13578",-121.97,37.28,27,2427,403,1301,438,5.0385,277300
"13579",-121.97,37.28,25,4707,695,1995,642,6.6437,296100
"13580",-121.97,37.26,19,2174,454,998,426,4.6827,255100
"13581",-121.97,37.25,32,2892,496,1193,492,6.131,367800
"13582",-121.97,37.25,21,2775,389,856,350,7.9135,496400
"13583",-121.97,37.23,22,2781,523,1291,516,4.6065,445900
"13584",-121.97,37.01,21,2073,357,1044,351,4.5682,371600
"13585",-121.97,37,25,990,166,522,185,4.8269,272900
"13586",-121.97,36.98,17,2813,497,1337,477,3.7083,252400
"13587",-121.97,36.97,24,3665,870,1954,833,2.8036,228500
"13588",-121.97,36.97,15,2849,668,1546,582,2.7587,228600
"13589",-121.97,36.96,27,4001,999,1808,945,2.561,234600
"13590",-121.98,38.52,27,3044,565,1583,514,2.7989,126700
"13591",-121.98,38.37,21,3027,675,2018,642,2.8438,111500
"13592",-121.98,38.36,33,1083,217,562,203,2.433,101700
"13593",-121.98,38.36,30,140,35,103,35,4.163,112500
"13594",-121.98,38.36,24,2434,630,1538,574,2.1067,101100
"13595",-121.98,38.35,16,1697,267,832,277,4.4375,132600
"13596",-121.98,38.34,18,3876,916,2386,867,2.5938,129500
"13597",-121.98,38.34,13,3616,672,2022,652,4.0536,134800
"13598",-121.98,38.29,4,8778,1291,4010,1188,5.4399,187100
"13599",-121.98,38.05,31,2810,518,1640,503,3.3661,98500
"13600",-121.98,37.97,26,2738,428,1316,430,5.2442,213200
"13601",-121.98,37.96,22,2987,563,1420,540,3.65,204100
"13602",-121.98,37.96,12,5048,1122,2209,1014,3.1573,126700
"13603",-121.98,37.95,16,2984,406,1317,397,6.7821,265900
"13604",-121.98,37.95,14,6290,854,2724,820,6.7371,267400
"13605",-121.98,37.82,18,9117,1248,3280,1167,8.003,351300
"13606",-121.98,37.81,18,2903,387,1127,372,5.5921,359100
"13607",-121.98,37.8,16,2498,330,1027,343,8.155,343700
"13608",-121.98,37.74,8,2865,389,1376,417,7.9393,399300
"13609",-121.98,37.58,20,4126,1031,2079,975,3.6832,216900
"13610",-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800
