"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"7001",-118.31,33.94,40,1550,278,798,270,3.775,153800
"7002",-118.31,33.94,40,1323,243,684,229,3.2206,145800
"7003",-118.31,33.93,43,1834,292,997,295,4.9464,150300
"7004",-118.31,33.93,37,1282,244,852,249,4.2917,127900
"7005",-118.31,33.93,35,1580,266,926,282,5.0653,158000
"7006",-118.31,33.92,35,1307,246,672,219,4.8456,146400
"7007",-118.31,33.91,36,961,173,625,179,4.2596,181100
"7008",-118.31,33.91,31,1415,339,874,289,3.8173,177900
"7009",-118.31,33.9,38,1400,399,1131,405,3.5417,198400
"7010",-118.31,33.9,30,2407,581,1724,531,3.4792,194700
"7011",-118.31,33.9,28,1576,400,891,378,2.6312,171300
"7012",-118.31,33.89,37,2278,508,1257,498,3.7639,220600
"7013",-118.31,33.88,33,2147,505,1371,498,2.4219,260700
"7014",-118.31,33.88,32,2421,671,1491,587,3.5644,242300
"7015",-118.31,33.88,21,1490,430,686,400,2.3812,237500
"7016",-118.31,33.86,29,2243,361,1051,352,6.6632,325200
"7017",-118.31,33.84,52,1819,464,1068,424,3.625,270700
"7018",-118.31,33.84,5,3559,869,2965,794,2.6491,216700
"7019",-118.31,33.83,50,696,311,382,234,2.775,225000
"7020",-118.31,33.83,45,2929,755,1635,652,2.9375,273000
"7021",-118.31,33.82,39,2198,425,1160,436,4.1406,323700
"7022",-118.31,33.82,35,3462,814,1902,700,3.402,279900
"7023",-118.31,33.82,26,2345,408,1195,377,5.4925,361700
"7024",-118.31,33.81,30,1773,356,905,352,4.3056,336000
"7025",-118.31,33.81,23,3942,748,1679,711,4.1169,362600
"7026",-118.31,33.8,31,4464,991,2420,947,4.0425,277900
"7027",-118.31,33.8,29,2795,572,1469,557,3.7167,308900
"7028",-118.31,33.79,38,1601,352,711,304,3.3958,250000
"7029",-118.31,33.79,35,2290,563,1374,530,3.2472,254700
"7030",-118.31,33.78,30,4573,819,2411,819,3.5804,383800
"7031",-118.31,33.76,26,4486,709,1873,719,6.5704,414700
"7032",-118.31,33.75,36,2715,474,1303,457,4.6042,357300
"7033",-118.31,33.75,34,2338,393,1031,373,6.287,396400
"7034",-118.31,33.74,36,2464,472,1111,457,4.5074,350000
"7035",-118.31,33.74,22,5042,974,2260,935,4.3472,351200
"7036",-118.31,33.73,52,1665,280,656,282,5.249,351900
"7037",-118.31,33.73,52,1642,287,692,288,4.1812,321500
"7038",-118.31,33.73,36,1725,295,799,306,5.0874,368500
"7039",-118.31,33.73,33,2265,366,986,388,5.4533,409800
"7040",-118.31,33.67,42,1297,246,611,242,5.3074,401900
"7041",-118.32,34.62,31,1398,273,884,299,4.8409,264900
"7042",-118.32,34.26,32,3690,791,1804,715,4.4875,222700
"7043",-118.32,34.2,36,759,136,372,135,4.9886,328900
"7044",-118.32,34.2,36,1978,337,834,311,3.9866,294400
"7045",-118.32,34.2,29,2209,444,952,403,4.375,341200
"7046",-118.32,34.19,37,589,119,375,122,3.3897,222700
"7047",-118.32,34.19,37,1519,331,613,315,3.0179,272500
"7048",-118.32,34.19,37,1335,249,485,240,4.1731,352100
"7049",-118.32,34.18,49,192,41,83,38,3.0179,118800
"7050",-118.32,34.18,44,1594,389,832,340,3.4,212100
"7051",-118.32,34.17,47,2589,465,1284,485,5.1008,247100
"7052",-118.32,34.17,45,3448,690,1562,643,4.0648,258800
"7053",-118.32,34.17,40,1868,356,799,403,2.9306,279300
"7054",-118.32,34.17,39,1995,564,1202,544,3.5875,250000
"7055",-118.32,34.16,49,1074,170,403,208,6.2547,366700
"7056",-118.32,34.16,46,2345,453,1031,427,4.3173,278300
"7057",-118.32,34.14,23,4574,1423,1624,995,4.0965,500001
"7058",-118.32,34.13,34,1856,273,540,264,4.0833,500001
"7059",-118.32,34.12,52,3410,800,1218,783,4.15,393500
"7060",-118.32,34.11,42,2462,543,857,482,4.0833,434400
"7061",-118.32,34.11,33,5135,1450,2404,1292,3.2462,435700
"7062",-118.32,34.1,52,786,270,756,273,2.2311,206300
"7063",-118.32,34.1,43,1615,734,1460,644,1.4005,193800
"7064",-118.32,34.1,36,1655,690,1957,633,1.7325,221900
"7065",-118.32,34.1,31,622,229,597,227,1.5284,2e+05
"7066",-118.32,34.1,30,2193,965,2197,836,1.8277,137500
"7067",-118.32,34.1,28,1759,716,1463,620,1.7306,450000
"7068",-118.32,34.09,34,2473,1171,2655,1083,1.6331,162500
"7069",-118.32,34.09,34,1478,675,1976,653,2.0557,225000
"7070",-118.32,34.09,32,563,191,626,185,2.0341,250000
"7071",-118.32,34.09,30,1871,766,2595,819,2.0044,212500
"7072",-118.32,34.09,27,210,98,332,112,2.5556,175000
"7073",-118.32,34.08,52,1164,257,575,251,3.125,380400
"7074",-118.32,34.08,52,1137,304,754,297,3.37,330300
"7075",-118.32,34.08,46,2038,534,1250,525,2.4196,358100
"7076",-118.32,34.07,52,2980,366,967,359,11.2185,500001
"7077",-118.32,34.07,52,2156,306,861,311,8.8062,500001
"7078",-118.32,34.07,25,2740,707,1420,664,3.5909,404500
"7079",-118.32,34.06,52,983,246,578,204,5.7393,500001
"7080",-118.32,34.06,52,955,100,457,120,15.0001,500001
"7081",-118.32,34.06,43,2808,584,1654,569,4.125,436800
"7082",-118.32,34.06,36,3239,722,1383,612,4.5918,337000
"7083",-118.32,34.05,50,1389,364,976,302,1.5882,327300
"7084",-118.32,34.05,42,3343,1183,3480,1146,1.9923,250000
"7085",-118.32,34.05,42,3292,713,2224,674,3.5517,291500
"7086",-118.32,34.04,47,1989,532,1430,519,1.8333,151100
"7087",-118.32,34.04,44,1008,223,544,223,2.8654,176800
"7088",-118.32,34.04,42,1766,404,1117,367,2.0259,168800
