"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"15001",-122.24,37.73,21,7031,1249,2930,1235,4.5213,228400
"15002",-122.24,37.72,5,18634,2885,7427,2718,7.611,350700
"15003",-122.24,37.49,30,2956,590,1191,594,3.7463,427600
"15004",-122.24,37.49,19,322,112,191,102,2.5833,500001
"15005",-122.24,37.48,47,2423,407,1010,407,6.2154,362700
"15006",-122.24,37.48,45,4126,696,1722,668,4.8966,362100
"15007",-122.24,37.48,40,4459,1027,2080,982,3.5322,361900
"15008",-122.24,37.47,41,1183,203,455,171,5.1071,314100
"15009",-122.24,37.47,40,1504,270,689,287,6.1244,308800
"15010",-122.24,37.47,36,2021,433,1117,432,3.929,303100
"15011",-122.24,37.47,35,2283,491,1148,436,4.5556,318600
"15012",-122.24,37.46,36,4686,781,2254,845,6.1043,343500
"15013",-122.24,37.43,36,2410,361,934,377,7.652,500001
"15014",-122.25,40.66,15,2771,546,1423,505,3.6413,108500
"15015",-122.25,40.6,16,2753,494,1414,459,3.8323,128300
"15016",-122.25,40.42,17,1429,265,692,245,2.8611,98700
"15017",-122.25,40.17,47,1554,308,846,301,1.8077,54100
"15018",-122.25,40.17,19,3182,630,1741,642,1.9727,64900
"15019",-122.25,39.79,16,2127,412,1104,369,3.0469,72200
"15020",-122.25,38.17,34,778,137,406,136,4.2955,121300
"15021",-122.25,38.15,24,2917,543,1878,531,3.7014,123600
"15022",-122.25,38.12,47,1339,298,794,286,2.5865,109800
"15023",-122.25,38.11,52,2846,705,1519,620,2.1976,97900
"15024",-122.25,38.11,49,2365,504,1131,458,2.6133,103100
"15025",-122.25,38.1,52,248,86,173,69,2.3,109400
"15026",-122.25,38.1,52,2315,556,1113,486,2.5042,147900
"15027",-122.25,38.1,52,1780,373,824,317,2.75,109900
"15028",-122.25,38.1,52,1591,372,817,357,2.1411,97200
"15029",-122.25,38.09,48,833,188,652,165,2.2417,87900
"15030",-122.25,38.05,30,1255,297,779,307,1.6767,147700
"15031",-122.25,38.03,15,3338,532,1834,520,5.6293,197600
"15032",-122.25,38,16,2978,411,1531,400,6.5006,237700
"15033",-122.25,37.89,42,2863,460,1031,448,6.7138,368600
"15034",-122.25,37.89,37,3000,457,987,450,7.5385,350000
"15035",-122.25,37.87,52,609,236,1349,250,1.1696,500001
"15036",-122.25,37.87,42,1756,465,2184,422,2.5562,371400
"15037",-122.25,37.87,41,685,141,266,123,5.2289,384600
"15038",-122.25,37.86,52,4048,663,1316,590,5.3794,376900
"15039",-122.25,37.86,52,1709,318,719,295,5.0463,456300
"15040",-122.25,37.86,52,1587,444,878,449,1.7652,336800
"15041",-122.25,37.86,52,1389,191,514,202,7.0897,446200
"15042",-122.25,37.86,48,2153,517,1656,459,3.0417,489600
"15043",-122.25,37.85,52,919,213,413,193,4.0368,269700
