"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"16501",-122.64,38.96,29,883,187,326,136,1.7273,58200
"16502",-122.64,38.95,28,1503,370,522,268,1.2029,68900
"16503",-122.64,38.87,16,1177,240,519,199,1.5739,73500
"16504",-122.64,38.71,20,531,126,231,96,2.625,89600
"16505",-122.64,38.48,19,3244,449,1174,454,5.8369,255700
"16506",-122.64,38.25,31,2554,515,1507,533,3.8,162600
"16507",-122.64,38.24,52,1621,393,635,349,2.5202,244000
"16508",-122.64,38.24,40,1974,410,1039,398,3.7917,151600
"16509",-122.64,38.23,52,2156,469,1070,467,3.3011,252300
"16510",-122.64,38.23,52,1075,249,519,210,3.0769,230900
"16511",-122.64,38.23,49,2300,463,1061,429,4.075,228800
"16512",-122.64,38.01,36,1336,258,678,249,5.5789,292000
"16513",-122.64,37.96,29,377,58,151,67,9.5551,500001
"16514",-122.65,41.72,15,3643,801,1784,743,1.8533,57500
"16515",-122.65,38.99,16,4279,951,1596,666,1.8571,75900
"16516",-122.65,38.97,32,1856,472,703,292,1.1912,60000
"16517",-122.65,38.92,30,70,38,20,13,4.125,112500
"16518",-122.65,38.47,24,2268,330,847,296,3.858,214400
"16519",-122.65,38.46,14,2096,420,926,397,4.0647,187800
"16520",-122.65,38.4,21,1059,150,400,154,6.8586,343100
"16521",-122.65,38.37,15,1848,280,786,282,5.7204,344100
"16522",-122.65,38.27,9,4764,816,2077,755,5.1391,234500
"16523",-122.65,38.25,23,4030,813,1852,778,3.402,193300
"16524",-122.65,38.24,49,3273,579,1431,539,4.275,227600
"16525",-122.65,38.24,24,1948,310,922,313,4.95,243600
"16526",-122.65,38.23,52,1923,393,910,345,3.45,200600
"16527",-122.65,38.11,21,3891,616,1968,632,5.5524,279200
"16528",-122.66,40.52,13,3013,486,1361,515,4.5357,171200
"16529",-122.66,39.03,27,1446,329,594,255,1.165,53300
"16530",-122.66,39.02,16,3715,810,943,510,1.7446,109400
"16531",-122.66,38.48,21,2066,393,919,395,3.267,176200
"16532",-122.66,38.48,16,2724,593,1124,586,2.825,186200
"16533",-122.66,38.48,16,2697,490,1462,515,4.2051,190300
"16534",-122.66,38.47,23,2246,437,1035,386,3.7617,172600
"16535",-122.66,38.46,14,2364,631,1300,625,2.6023,221100
"16536",-122.66,38.45,26,2081,339,906,323,4.4375,293500
"16537",-122.66,38.44,17,5815,898,2614,887,4.3657,215900
"16538",-122.66,38.42,14,5315,1037,2228,950,4.023,208400
"16539",-122.66,38.27,16,1523,308,477,315,2.1696,75000
"16540",-122.66,37.93,42,1505,324,553,277,4.1792,350000
"16541",-122.67,38.47,19,1848,428,1130,433,3.0568,190300
"16542",-122.67,38.47,16,3452,791,1567,731,2.4722,194300
"16543",-122.67,38.45,24,2622,525,1027,510,2.9222,242600
"16544",-122.67,38.44,29,2551,448,1165,456,4.3587,196400
"16545",-122.67,38.43,17,2007,400,895,403,3.2813,202700
"16546",-122.67,38.43,17,1804,304,750,298,4.5588,196400
"16547",-122.67,38.33,4,8072,1606,4323,1475,3.9518,220300
"16548",-122.67,38.31,28,1915,419,930,342,3.7875,292700
"16549",-122.67,38.25,32,1333,235,660,206,4.0729,288500
"16550",-122.68,41.15,32,817,206,224,89,3.631,90400
"16551",-122.68,38.98,27,2300,508,526,254,2.1838,109700
"16552",-122.68,38.76,29,994,226,302,117,2.3125,67900
"16553",-122.68,38.48,15,1575,262,716,259,5.3409,244600
"16554",-122.68,38.46,19,4976,711,1926,625,7.3003,381300
"16555",-122.68,38.46,17,3201,527,1244,495,4.7143,202900
"16556",-122.68,38.46,15,1811,406,718,403,2.3929,141300
"16557",-122.68,38.44,29,2796,588,1346,562,2.9107,169700
"16558",-122.68,38.43,18,2723,529,1150,520,3.5885,191900
"16559",-122.68,38.4,32,2826,627,1767,628,3.1047,141400
"16560",-122.68,38.25,29,1315,240,650,228,3.8269,306000
"16561",-122.68,38.07,26,1445,244,510,207,5.6305,430000
"16562",-122.69,39.04,9,254,50,66,29,2.7639,112500
"16563",-122.69,39.02,27,2199,527,744,316,2.1094,72400
"16564",-122.69,38.94,9,1245,234,517,187,3.125,93400
"16565",-122.69,38.51,18,3364,501,1442,506,6.6854,313000
"16566",-122.69,38.45,36,1943,337,711,318,3.9191,183000
"16567",-122.69,38.44,40,1449,281,636,295,2.7222,161200
"16568",-122.69,38.44,35,1356,241,620,216,3.5521,168300
"16569",-122.69,38.37,8,6322,1001,2969,1043,4.8233,214000
"16570",-122.69,38.36,6,5496,1374,2502,1189,2.4827,177500
"16571",-122.69,38.35,16,1689,254,921,270,4.4444,191800
"16572",-122.69,38.34,16,1683,341,880,327,3.2857,160200
"16573",-122.69,38.34,15,3091,697,1602,682,4.0071,135500
"16574",-122.69,38.34,12,3876,782,2146,764,4.0844,165400
"16575",-122.69,38.32,15,2536,414,1400,426,5.6613,172400
"16576",-122.69,38.3,30,3919,743,1693,693,3.3827,292100
"16577",-122.69,38.27,32,2344,434,1066,384,4.0313,285000
"16578",-122.7,39,18,793,148,186,59,2.3125,162500
"16579",-122.7,38.99,18,1177,224,181,105,2.3558,134700
"16580",-122.7,38.66,43,1384,284,582,224,3.9063,210000
"16581",-122.7,38.46,29,2891,459,1012,441,5.0415,240200
"16582",-122.7,38.45,47,904,154,310,144,3.9766,190600
"16583",-122.7,38.45,39,2015,335,640,315,4.1734,240500
"16584",-122.7,38.44,45,883,202,401,194,3.2845,178300
"16585",-122.7,38.44,42,709,182,547,172,2.1912,165000
"16586",-122.7,38.44,35,1304,343,822,304,3.2935,157800
"16587",-122.7,38.43,28,1585,412,1362,424,1.6685,114100
"16588",-122.7,38.39,16,4922,1211,2557,1088,2.0915,168100
"16589",-122.7,38.36,11,5817,878,2538,876,4.221,227100
"16590",-122.7,38.35,16,1328,187,607,197,5.0366,257800
"16591",-122.7,38.35,14,2313,411,954,397,3.7813,146500
"16592",-122.7,38.34,19,2987,676,1782,688,2.8261,154500
"16593",-122.7,38.33,26,1887,381,1060,364,3.0078,160400
"16594",-122.7,38.33,26,1584,295,846,295,3.375,156300
"16595",-122.7,38.31,14,3155,580,1208,501,4.1964,258100
"16596",-122.7,38.23,47,2090,387,1053,377,3.5673,310300
"16597",-122.7,38.03,42,1410,308,624,292,4.1379,309100
"16598",-122.71,38.91,20,41,18,94,10,1.375,55000
"16599",-122.71,38.5,15,5645,830,2324,769,6.6104,330900
"16600",-122.71,38.46,42,1574,376,844,369,2.314,169400
"16601",-122.71,38.46,41,1974,482,965,458,2.905,159300
"16602",-122.71,38.46,36,2175,516,1087,477,3.0444,167200
"16603",-122.71,38.46,23,3220,603,1299,591,3.9261,213300
"16604",-122.71,38.45,52,2259,537,957,520,2.1827,188800
"16605",-122.71,38.45,48,3118,561,1275,530,3.455,222100
"16606",-122.71,38.45,39,2739,573,1223,569,2.9663,185400
"16607",-122.71,38.44,52,988,283,475,242,1.3684,258300
"16608",-122.71,38.44,27,966,251,462,230,1.7,350000
"16609",-122.71,38.43,52,1439,325,738,316,2.2262,129900
"16610",-122.71,38.43,38,1689,526,1071,529,1.5026,124000
"16611",-122.71,38.42,23,1569,414,1031,368,1.6267,129200
"16612",-122.71,38.4,17,1690,464,833,445,1.439,140600
"16613",-122.71,38.37,16,2355,345,1014,348,5.6018,253000
"16614",-122.71,38.35,11,2242,699,1203,642,2.3464,104200
"16615",-122.71,38.34,23,2744,588,1493,557,3.1781,162000
"16616",-122.71,38.34,22,1249,335,699,308,2.6033,121600
"16617",-122.71,38.33,13,4011,936,2064,914,3.6953,157600
"16618",-122.71,37.9,23,1250,257,437,188,3.115,242600
"16619",-122.72,38.88,29,2781,617,890,310,1.9906,96600
"16620",-122.72,38.58,4,7042,1100,2936,1043,5.0555,240800
"16621",-122.72,38.48,23,2296,356,902,334,6.0298,289100
"16622",-122.72,38.47,29,1706,415,990,394,1.9932,164800
"16623",-122.72,38.46,35,1445,309,795,308,2.9073,157000
"16624",-122.72,38.44,52,188,62,301,72,0.9437,129200
"16625",-122.72,38.44,52,1059,281,627,273,1.5357,137500
"16626",-122.72,38.44,48,707,166,458,172,3.1797,140400
"16627",-122.72,38.43,31,2020,476,1408,437,2.5735,131100
"16628",-122.72,38.42,30,2099,406,1156,401,2.8036,152300
"16629",-122.72,38.42,26,1168,253,937,248,1.9458,146000
"16630",-122.72,38.35,16,3049,609,1675,618,2.4117,162500
"16631",-122.72,38.31,26,1644,294,801,291,4.3906,248000
"16632",-122.73,41.76,19,2200,414,950,367,2.5357,94200
"16633",-122.73,39.04,23,1618,395,425,244,1.9833,111500
"16634",-122.73,38.47,16,1834,391,994,390,3.7266,156500
"16635",-122.73,38.46,14,2324,754,1026,677,1.722,150000
"16636",-122.73,38.44,35,1120,297,659,274,2.3824,145000
"16637",-122.73,38.44,28,1073,241,652,238,2.4,146200
"16638",-122.73,38.44,20,2919,508,1711,500,3.875,140300
"16639",-122.73,38.43,15,3265,690,1629,629,3.7132,167600
"16640",-122.73,38.42,26,1446,296,884,295,4.3523,150000
"16641",-122.73,38.37,40,1389,309,841,288,3.1094,183300
"16642",-122.73,38.34,44,743,155,434,162,2.5819,209600
"16643",-122.73,38.26,35,3941,645,1668,620,4.385,317700
"16644",-122.74,39.71,16,255,73,85,38,1.6607,14999
"16645",-122.74,38.83,12,4515,909,1554,528,3.3531,90800
"16646",-122.74,38.47,16,1426,287,525,260,3.0714,161700
"16647",-122.74,38.45,25,2696,496,1296,514,4.0798,179200
"16648",-122.74,38.45,17,3064,588,1704,590,3.9329,170900
"16649",-122.74,38.44,23,2819,612,1644,546,2.6576,147900
"16650",-122.74,38.44,17,2287,497,1240,493,3.5845,164300
"16651",-122.74,38.43,11,4670,1007,2430,962,3.0341,142300
"16652",-122.74,38.42,42,2050,434,1073,416,2.375,141000
"16653",-122.75,38.54,6,6719,1016,2699,997,5.4886,254200
"16654",-122.75,38.5,16,4196,638,1713,615,5.449,252100
"16655",-122.75,38.46,16,2653,606,1693,586,2.6384,146900
"16656",-122.75,38.46,13,4323,1020,2566,728,3.0147,142800
"16657",-122.75,38.43,36,1599,345,1086,314,2.6667,149100
"16658",-122.75,38.41,17,3150,588,1857,610,3.9688,165000
"16659",-122.76,40.4,22,2153,461,903,314,2.125,123200
"16660",-122.76,38.52,6,2073,388,826,375,3.055,224100
"16661",-122.76,38.46,14,4794,767,2252,768,4.2061,213100
"16662",-122.76,38.45,8,5823,1104,2864,1041,3.6292,183600
"16663",-122.76,38.44,14,4376,797,1809,746,3.8244,180000
"16664",-122.76,38.44,11,2895,524,1633,534,4.7283,170200
"16665",-122.76,38.35,30,2260,374,958,359,5.0323,222400
