"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"8501",-118.49,34.2,35,1109,206,515,202,5.2118,215800
"8502",-118.49,34.19,23,2087,571,1809,553,3.1667,202000
"8503",-118.49,34.18,31,3073,674,1486,684,4.8984,311700
"8504",-118.49,34.16,37,3333,488,1171,485,6.4958,500001
"8505",-118.49,34.15,33,2829,360,1010,363,10.3587,500001
"8506",-118.49,34.14,28,3539,441,1190,421,10.6796,500001
"8507",-118.49,34.13,24,4394,535,1443,528,11.2979,500001
"8508",-118.49,34.11,27,6603,879,2336,868,13.2935,500001
"8509",-118.49,34.07,36,2929,366,1054,352,13.5728,500001
"8510",-118.49,34.06,42,2861,360,829,310,15.0001,500001
"8511",-118.49,34.05,52,2416,291,810,270,13.8556,500001
"8512",-118.49,34.05,45,1346,214,415,209,7.0285,500001
"8513",-118.49,34.05,42,1918,216,632,224,15.0001,500001
"8514",-118.49,34.04,50,2597,340,964,339,13.3036,500001
"8515",-118.49,34.04,48,2381,345,859,306,8.0257,500001
"8516",-118.49,34.04,31,4066,951,1532,868,4.8125,500001
"8517",-118.49,34.03,32,3851,900,1456,836,4.5208,442100
"8518",-118.49,34.03,31,4949,1293,1985,1244,4.252,436700
"8519",-118.49,34.03,31,3155,808,1208,745,3.6769,450000
"8520",-118.49,34.02,30,2075,687,1026,592,3.1635,366700
"8521",-118.49,34.02,29,2709,799,1238,793,3.1563,330000
"8522",-118.49,34.02,28,2545,752,1548,679,2.9125,475000
"8523",-118.49,34.02,28,1394,582,716,543,1.5132,450000
"8524",-118.49,34.02,27,4725,1185,1945,1177,4.1365,470800
"8525",-118.49,34.01,28,651,252,333,174,1.9722,500001
"8526",-118.49,34,32,3407,1071,1463,986,3.0369,500001
"8527",-118.5,35.7,18,3303,814,986,522,1.5957,101400
"8528",-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800
"8529",-118.5,34.46,17,10267,1683,4956,1483,5.5061,239400
"8530",-118.5,34.45,25,1290,190,689,216,6.0097,220200
"8531",-118.5,34.27,35,2235,390,1148,416,4.869,221600
"8532",-118.5,34.25,32,2411,380,1040,344,6.155,257300
"8533",-118.5,34.25,32,2333,389,969,331,4.8164,241100
"8534",-118.5,34.23,26,3082,573,1590,586,4.5167,319000
"8535",-118.5,34.21,36,1656,310,817,308,5.5675,215900
"8536",-118.5,34.21,36,1254,229,629,245,4.9643,236100
"8537",-118.5,34.21,35,1668,332,807,311,4.5125,200300
"8538",-118.5,34.2,42,1558,322,884,334,2.2304,203800
"8539",-118.5,34.19,35,2720,490,1158,445,5.0796,228300
"8540",-118.5,34.15,33,3104,387,1111,376,13.4196,500001
"8541",-118.5,34.05,36,4152,542,1461,550,15.0001,500001
"8542",-118.5,34.04,52,2233,317,769,277,8.3839,500001
"8543",-118.5,34.03,52,1711,245,671,242,7.7572,500001
"8544",-118.5,34.03,52,1506,208,547,186,7.8705,500001
"8545",-118.5,34.03,44,2146,394,851,355,6.48,500001
"8546",-118.5,34.03,32,6365,1784,2767,1698,3.6451,383300
"8547",-118.5,34.02,35,2914,934,1334,870,2.9934,350000
"8548",-118.5,34.02,24,2924,1013,1492,943,2.775,291700
"8549",-118.5,33.99,22,3484,975,1268,952,3.2609,500001
"8550",-118.5,33.97,52,709,329,388,313,2.2643,350000
"8551",-118.5,33.97,29,2737,808,1157,696,5.128,500001
"8552",-118.51,35.16,7,4371,727,1932,654,4.625,136800
"8553",-118.51,34.43,15,8510,1258,3733,1233,6.1082,253700
"8554",-118.51,34.3,24,6145,868,2710,875,7.5078,344000
"8555",-118.51,34.29,29,1287,194,525,187,6.4171,319300
"8556",-118.51,34.28,34,3580,565,1694,524,5.4065,243800
"8557",-118.51,34.28,29,4239,653,1890,631,6.3911,301700
"8558",-118.51,34.27,36,2276,429,1001,419,4.1042,252100
"8559",-118.51,34.27,34,3787,771,1966,738,4.055,222500
"8560",-118.51,34.25,24,4338,558,1514,549,8.8612,500001
"8561",-118.51,34.24,31,5297,664,1986,657,8.6454,483500
"8562",-118.51,34.23,36,3324,448,1190,423,7.2772,477200
"8563",-118.51,34.22,36,2794,523,1334,472,4.3462,222100
"8564",-118.51,34.22,36,1952,387,1156,392,4.185,209200
"8565",-118.51,34.21,36,2396,421,1064,398,4.7,223600
"8566",-118.51,34.2,35,1614,308,850,330,4.1806,209000
"8567",-118.51,34.2,33,2327,479,1166,472,4.2344,262500
"8568",-118.51,34.19,35,2537,418,1161,421,5.3028,229200
"8569",-118.51,34.18,37,1893,365,911,324,4.8036,295300
"8570",-118.51,34.17,31,3252,834,1411,760,3.1885,219000
"8571",-118.51,34.16,23,11154,1995,4076,1809,5.4609,500001
"8572",-118.51,34.14,28,6748,904,2431,876,12.8879,500001
"8573",-118.51,34.11,29,9013,1117,2919,1061,13.947,500001
"8574",-118.51,34.04,38,4715,691,1660,637,10.1882,500001
"8575",-118.51,34.03,37,4072,905,1468,923,3.8571,500001
"8576",-118.51,34,52,1241,502,679,459,2.3098,500001
"8577",-118.51,33.98,40,1901,679,865,587,2.3417,425000
"8578",-118.52,34.46,5,15341,2527,7270,2320,6.1281,236200
"8579",-118.52,34.44,26,934,148,519,162,5.3209,185000
"8580",-118.52,34.4,5,7748,1557,4768,1393,5.305,311200
"8581",-118.52,34.39,21,5477,1275,3384,1222,3.6625,228100
"8582",-118.52,34.36,5,4222,712,2024,646,5.8703,500001
"8583",-118.52,34.32,18,7498,976,3189,955,8.1248,374000
"8584",-118.52,34.3,17,4542,621,2144,597,8.8467,450700
"8585",-118.52,34.29,28,2272,320,868,312,7.7464,474600
"8586",-118.52,34.28,33,1975,271,801,287,7.8193,379600
"8587",-118.52,34.27,36,3204,538,1499,499,5.5649,271200
"8588",-118.52,34.26,21,8850,2139,4717,1979,3.7816,254200
"8589",-118.52,34.25,11,7849,1664,3561,1500,4.6625,290900
"8590",-118.52,34.24,6,3218,949,2295,876,3.0926,418500
"8591",-118.52,34.23,35,1471,210,735,219,8.3841,472200
"8592",-118.52,34.22,35,1620,272,1052,248,5.5209,203300
"8593",-118.52,34.22,35,1275,222,959,226,5.0282,195400
"8594",-118.52,34.21,36,2394,424,1490,427,4.3261,206700
"8595",-118.52,34.21,36,1328,287,823,273,4.5648,193700
"8596",-118.52,34.21,34,1663,299,762,282,5.1265,211000
"8597",-118.52,34.2,37,1795,346,1082,354,4.9102,207200
"8598",-118.52,34.19,42,881,170,464,163,2.9511,203900
"8599",-118.52,34.19,37,1560,275,763,284,3.8516,206900
"8600",-118.52,34.18,46,2082,438,1047,393,3.6534,216000
"8601",-118.52,34.18,43,1700,380,930,349,3.675,213100
"8602",-118.52,34.18,42,1611,410,879,386,3.1923,221800
"8603",-118.52,34.18,34,2307,388,1168,427,4.2143,245400
"8604",-118.52,34.17,20,17377,4457,7450,4204,3.2154,259600
"8605",-118.52,34.05,45,1814,325,709,311,4.825,500001
