"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"3501",-117.9,33.88,35,2062,353,991,357,5.2897,230400
"3502",-117.9,33.88,34,1396,245,661,261,4.675,215400
"3503",-117.9,33.88,28,2696,346,947,356,9.0055,375400
"3504",-117.9,33.87,28,2315,538,1360,504,2.9861,218600
"3505",-117.9,33.85,35,1756,328,1026,332,3.6,193500
"3506",-117.9,33.85,31,3413,764,2326,728,4.325,187100
"3507",-117.9,33.84,31,2043,468,1524,454,3.5329,187400
"3508",-117.9,33.83,33,3065,611,2204,606,3.8456,211800
"3509",-117.9,33.83,23,2459,689,2720,598,2.8072,164700
"3510",-117.9,33.82,32,1187,302,1003,275,2.4931,166900
"3511",-117.9,33.8,27,2176,442,1440,418,4.375,212500
"3512",-117.9,33.8,23,1368,397,1940,358,3.0789,350000
"3513",-117.9,33.8,22,2964,829,2639,771,2.4833,157500
"3514",-117.9,33.8,21,1342,326,748,335,2.9231,45000
"3515",-117.9,33.77,35,2002,378,1726,387,3.9613,182300
"3516",-117.9,33.76,26,2678,702,3262,685,3.6953,176800
"3517",-117.9,33.75,32,1893,431,2245,426,3.7143,163000
"3518",-117.9,33.75,28,1346,291,1575,278,3.425,159500
"3519",-117.9,33.74,25,808,163,1066,189,4.7679,173100
"3520",-117.9,33.74,24,2932,955,5516,911,2.7535,111000
"3521",-117.9,33.74,24,1435,494,3171,504,3.0833,151700
"3522",-117.9,33.74,19,1566,379,1032,330,2.2105,180400
"3523",-117.9,33.74,18,1884,442,1915,442,2.3783,166700
"3524",-117.9,33.73,32,2930,833,5116,854,3.7147,164100
"3525",-117.9,33.73,30,746,172,1048,163,4.1,166400
"3526",-117.9,33.73,26,1324,314,1804,311,3.9659,178500
"3527",-117.9,33.72,36,443,117,577,115,3.6875,137500
"3528",-117.9,33.72,33,2613,562,3150,543,4.3899,180700
"3529",-117.9,33.71,16,4208,630,2592,662,6.1966,260500
"3530",-117.9,33.71,16,1917,317,1324,351,6.2488,252000
"3531",-117.9,33.71,15,539,71,287,66,6.3427,305200
"3532",-117.9,33.7,15,2289,686,982,634,4.5757,162500
"3533",-117.9,33.7,12,4695,1110,2153,989,4.6483,190800
"3534",-117.9,33.69,13,9947,1675,4071,1582,5.422,316600
"3535",-117.9,33.68,25,7060,1159,3903,1139,4.8359,249200
"3536",-117.9,33.67,26,2507,393,1333,392,6.1601,266100
"3537",-117.9,33.67,25,639,98,311,93,6.6833,275900
"3538",-117.9,33.66,4,456,91,623,84,6.6369,192600
"3539",-117.9,33.66,22,3568,938,1952,938,3.1667,161000
"3540",-117.9,33.66,13,1642,423,841,368,3.6042,226000
"3541",-117.9,33.65,30,1634,373,771,364,3.4125,284100
"3542",-117.9,33.65,28,2043,430,1108,452,5.2549,261800
"3543",-117.9,33.65,24,4496,877,1928,855,4.6808,245500
"3544",-117.9,33.64,36,2017,357,850,348,5.0532,310900
"3545",-117.9,33.64,28,2466,507,1081,465,3.9375,339800
"3546",-117.9,33.63,32,3556,521,1381,537,6.1426,450700
"3547",-117.9,33.63,28,2370,352,832,347,7.1148,500001
"3548",-117.9,33.63,26,4486,554,1598,549,10.1454,500001
"3549",-117.9,33.63,26,1632,376,598,375,3.2125,455000
"3550",-117.9,33.61,44,1469,312,507,266,3.4937,500001
"3551",-117.9,33.61,41,1521,328,527,275,4.0764,500001
"3552",-117.9,33.61,19,2897,413,860,367,13.1738,500001
"3553",-117.91,34.14,42,2225,485,1544,464,2.2442,166700
"3554",-117.91,34.13,34,1540,328,1037,317,2.2132,138500
"3555",-117.91,34.12,41,2673,578,2259,592,3.7846,145500
"3556",-117.91,34.12,33,1391,309,1038,298,4.1944,149500
"3557",-117.91,34.11,20,3158,684,2396,713,3.525,153000
"3558",-117.91,34.1,35,2746,478,1779,501,4.25,166700
"3559",-117.91,34.1,28,3694,722,1999,718,3.2813,181100
"3560",-117.91,34.08,35,1443,266,861,262,3.5795,186900
"3561",-117.91,34.08,33,2325,452,1170,445,3.6625,217100
"3562",-117.91,34.07,36,1390,270,887,266,5.0897,189000
"3563",-117.91,34.07,33,2938,561,1519,549,4.5594,204200
"3564",-117.91,34.06,29,3250,521,1382,513,5.112,218300
"3565",-117.91,34.05,35,3189,527,1727,500,5.0758,211100
"3566",-117.91,34.04,15,8749,1761,5278,1691,4.6324,168800
"3567",-117.91,34.02,22,6269,1279,5587,1251,3.8201,136200
"3568",-117.91,34.02,17,5973,1384,4349,1229,3.2799,199300
"3569",-117.91,33.93,21,2578,363,1207,350,6.2452,291700
"3570",-117.91,33.92,21,380,91,398,70,4.7222,208300
"3571",-117.91,33.91,34,1763,303,894,297,5.0096,221700
"3572",-117.91,33.91,32,1530,301,666,276,4.125,230200
"3573",-117.91,33.91,27,2181,501,1555,488,3.6106,196400
"3574",-117.91,33.91,24,2249,379,1015,385,4.9766,267100
"3575",-117.91,33.9,27,829,114,383,133,9.3125,293500
"3576",-117.91,33.89,30,1631,212,523,216,7.875,351900
"3577",-117.91,33.87,52,2031,506,1191,463,2.9076,177300
"3578",-117.91,33.86,26,2296,570,1415,527,2.4732,165800
"3579",-117.91,33.85,35,932,258,1147,267,2.7014,156700
"3580",-117.91,33.85,22,1178,289,865,294,3.025,180000
"3581",-117.91,33.84,35,1244,324,1603,322,2.9583,175400
"3582",-117.91,33.84,29,1570,482,1849,430,2.6563,162500
"3583",-117.91,33.83,9,1160,368,735,325,1.119,175000
"3584",-117.91,33.83,47,504,113,375,109,3.6607,160600
"3585",-117.91,33.83,32,1855,527,2568,504,2.5509,170800
"3586",-117.91,33.81,18,1181,353,781,340,2.5625,153100
"3587",-117.91,33.79,22,4417,1054,2759,983,4.25,170300
"3588",-117.91,33.78,33,2729,549,2223,535,4.0362,177900
"3589",-117.91,33.78,26,4297,1037,3596,967,3.045,184000
"3590",-117.91,33.77,26,5556,1398,4545,1333,3.0902,190400
"3591",-117.91,33.76,22,7531,1569,5254,1523,3.8506,167400
"3592",-117.91,33.76,20,4413,1189,4818,1063,2.8594,215100
"3593",-117.91,33.75,8,2346,679,3842,674,3.0635,160000
"3594",-117.91,33.74,25,4273,965,2946,922,2.9926,183200
"3595",-117.91,33.74,15,715,214,1394,244,3.3846,162500
"3596",-117.91,33.73,26,2413,512,2867,509,4.7639,179900
"3597",-117.91,33.72,32,2436,504,2839,516,4.5607,182100
"3598",-117.91,33.71,16,3113,783,1719,715,3.6505,145700
"3599",-117.91,33.69,30,2704,426,1289,423,5.2815,229500
"3600",-117.91,33.67,32,3058,562,1475,569,4.4625,253500
"3601",-117.91,33.67,16,7961,2276,5014,2116,3.512,218400
"3602",-117.91,33.66,21,1708,505,1099,434,3.225,193800
"3603",-117.91,33.65,24,1494,494,814,459,2.1074,181300
"3604",-117.91,33.65,19,1589,421,1118,394,4.1029,213400
"3605",-117.91,33.65,14,2598,759,1584,703,4.0417,180900
"3606",-117.91,33.64,40,1958,333,876,364,3.6406,326100
"3607",-117.91,33.64,38,2222,542,1067,512,2.8553,307600
"3608",-117.91,33.64,37,1998,472,1030,436,3.9306,268400
"3609",-117.91,33.64,29,1652,310,832,326,4.8098,325400
"3610",-117.91,33.63,32,1901,400,946,418,2.7264,311100
"3611",-117.91,33.63,32,1122,233,557,223,3.5388,407000
"3612",-117.91,33.63,30,2071,412,1081,412,4.9125,335700
"3613",-117.91,33.63,20,3442,1526,1427,977,3.1985,106300
"3614",-117.91,33.62,35,2426,359,937,387,9.2175,500001
"3615",-117.91,33.62,32,1997,427,944,426,4.4063,500001
"3616",-117.91,33.61,40,2790,531,952,424,4.8,500001
"3617",-117.91,33.61,38,1232,178,410,171,11.075,500001
"3618",-117.91,33.61,36,3082,455,771,365,11.216,500001
"3619",-117.91,33.61,27,1797,343,435,203,5.9196,500001
"3620",-117.92,34.59,7,681,125,485,104,2.7396,125600
"3621",-117.92,34.13,42,1762,398,1526,365,2.8643,132600
"3622",-117.92,34.11,24,2838,695,2151,645,3.2202,126200
"3623",-117.92,34.1,35,2994,603,1933,561,4.0052,160700
"3624",-117.92,34.1,33,1921,397,1492,393,4.375,150500
"3625",-117.92,34.09,35,1810,318,1164,332,5.0123,165700
"3626",-117.92,34.08,36,1479,251,741,245,4.2986,189600
"3627",-117.92,34.08,36,1285,228,679,231,3.8705,191900
"3628",-117.92,34.08,35,2108,408,1257,414,4.1312,185200
"3629",-117.92,34.08,35,1897,311,965,323,5.7039,199400
"3630",-117.92,34.08,35,1860,323,1011,305,3.5536,207000
"3631",-117.92,34.07,38,175,22,129,20,9.7066,182500
"3632",-117.92,34.07,36,1057,207,658,207,4.7708,191700
"3633",-117.92,34.07,29,1699,399,1052,411,3.2122,195500
"3634",-117.92,34.06,35,2894,467,1420,479,5.184,224900
"3635",-117.92,34.06,34,2819,609,1718,558,3.5547,197600
"3636",-117.92,34.05,36,2241,419,1743,448,4.6587,161900
"3637",-117.92,34.03,35,1469,306,1285,308,3.9219,159500
"3638",-117.92,34.03,32,1819,375,1728,375,3.975,162400
"3639",-117.92,34.01,35,3055,634,3738,615,3.375,127200
"3640",-117.92,34,36,116,30,193,35,3.8125,136300
"3641",-117.92,33.98,10,16414,2919,8907,2714,6.1552,362500
"3642",-117.92,33.94,30,2506,394,1255,421,4.7813,198200
"3643",-117.92,33.94,27,4566,620,2045,664,5.583,267700
"3644",-117.92,33.93,12,4415,890,1532,854,3.75,166300
"3645",-117.92,33.92,19,2181,400,1272,337,5.1952,302100
"3646",-117.92,33.91,33,2868,382,1204,412,6.1825,336900
"3647",-117.92,33.91,27,2558,310,891,316,9.5561,411800
"3648",-117.92,33.89,18,2895,487,1116,429,5.4716,4e+05
"3649",-117.92,33.89,12,1859,393,622,316,5.0258,161800
"3650",-117.92,33.88,52,1270,276,609,211,3.75,232500
"3651",-117.92,33.88,32,1683,273,719,263,5.3649,243600
"3652",-117.92,33.88,32,1632,244,575,235,5.3986,318700
"3653",-117.92,33.87,36,1125,285,966,257,2.8438,162500
"3654",-117.92,33.87,33,1597,406,1888,423,3.055,157800
"3655",-117.92,33.86,26,745,161,247,151,3.6375,133900
"3656",-117.92,33.85,44,1231,258,682,244,3.2344,170100
"3657",-117.92,33.84,45,2019,394,1549,377,4.6111,223000
"3658",-117.92,33.84,38,1316,263,671,278,3.2969,220000
"3659",-117.92,33.83,6,3136,990,1894,859,2.5564,171300
