"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"9501",-119.29,36.32,35,1898,481,1123,433,1.1419,62900
"9502",-119.29,36.32,33,2107,451,1364,442,2.2024,67200
"9503",-119.29,36.31,34,1439,253,607,223,3.0972,82800
"9504",-119.29,36.31,14,2382,377,1278,386,5.1896,101900
"9505",-119.29,36.3,20,1157,179,572,191,5.3495,177300
"9506",-119.29,36.28,23,1895,340,749,313,2.2333,120100
"9507",-119.29,34.45,26,2849,535,1383,532,2.6893,230800
"9508",-119.29,34.4,22,3891,657,1727,581,4.2656,241400
"9509",-119.29,34.3,24,7637,1705,4647,1623,3.5385,186800
"9510",-119.29,34.29,33,3854,982,1835,894,3.5294,323900
"9511",-119.29,34.26,32,3295,764,1344,600,3.6007,395500
"9512",-119.3,38.26,19,3325,660,750,286,2.9509,114800
"9513",-119.3,36.57,32,728,136,461,149,3.0156,109100
"9514",-119.3,36.35,24,1855,416,1520,410,2.3304,64900
"9515",-119.3,36.34,45,3723,831,2256,770,1.8299,63100
"9516",-119.3,36.34,27,1515,358,1178,309,1.4432,48100
"9517",-119.3,36.33,44,2060,414,819,355,2.8795,77000
"9518",-119.3,36.3,14,3023,469,1523,492,5.3602,118600
"9519",-119.3,35.87,20,1934,377,1341,336,2.1434,62600
"9520",-119.3,34.42,18,5591,1042,2860,1026,3.5822,219900
"9521",-119.3,34.39,35,3079,579,1807,589,4.69,199300
"9522",-119.3,34.29,50,3128,825,2535,783,2.3669,165300
"9523",-119.3,34.29,41,1445,410,1052,388,2.6333,170800
"9524",-119.3,34.29,26,3665,932,2775,870,1.9286,160500
"9525",-119.3,34.27,17,1527,503,688,423,1.6007,187500
"9526",-119.31,36.62,33,1485,374,1544,329,1.7292,52000
"9527",-119.31,36.62,25,831,230,947,244,1.4481,51700
"9528",-119.31,36.34,32,1893,453,1744,425,1.4729,54100
"9529",-119.31,36.34,14,2985,607,2250,607,2.1602,65200
"9530",-119.31,36.33,46,1636,338,772,332,2.425,84900
"9531",-119.31,36.32,44,2032,308,791,336,4.0298,109000
"9532",-119.31,36.31,18,3860,760,1643,664,2.0714,92600
"9533",-119.31,36.3,20,1256,209,566,195,4.0221,86300
"9534",-119.31,36.2,23,1837,332,1064,335,3.1453,74500
"9535",-119.31,36.06,20,2236,434,1405,412,1.8827,48700
"9536",-119.31,35.99,26,1460,316,880,286,1.3676,47800
"9537",-119.31,34.44,5,403,48,208,54,12.632,500001
"9538",-119.31,34.41,22,2612,494,1361,439,4.1319,245000
"9539",-119.31,34.38,23,282,69,130,57,2.4375,225000
"9540",-119.32,37.06,15,3111,651,276,107,5.1314,179200
"9541",-119.32,36.62,15,1070,256,1070,243,1.5642,51500
"9542",-119.32,36.36,18,2060,383,1348,397,3.4312,68400
"9543",-119.32,36.33,20,1896,266,674,277,9.0376,239100
"9544",-119.32,36.33,18,2603,478,1158,423,4.5938,150500
"9545",-119.32,36.32,35,2316,387,849,378,4.3816,88600
"9546",-119.32,36.32,29,2409,436,1142,440,3.6895,87700
"9547",-119.32,36.31,21,2309,424,1047,453,2.9886,87500
"9548",-119.32,36.3,14,1680,343,931,350,2.7336,89200
"9549",-119.32,36.25,21,1231,204,609,206,2.8365,90000
"9550",-119.32,36.22,5,2319,438,1283,423,3.6343,95400
"9551",-119.32,36.21,29,1220,232,619,246,3.3125,78300
"9552",-119.32,36.19,11,1281,291,861,313,1.0962,72300
"9553",-119.32,34.35,16,52,16,51,15,2.475,225000
"9554",-119.33,36.89,15,1879,411,755,294,2,83300
"9555",-119.33,36.32,23,3137,628,1446,548,2.5,85500
"9556",-119.33,36.32,20,2025,328,1039,346,3.5313,82800
"9557",-119.33,36.32,19,2778,431,1092,451,5.2561,121300
"9558",-119.33,36.32,16,3331,839,1955,763,1.6148,86600
"9559",-119.33,36.31,17,2401,409,1100,409,4.0577,107300
"9560",-119.33,36.3,12,2172,352,1013,354,4.9464,115600
"9561",-119.33,36.3,11,3045,522,1563,516,5.4337,133800
"9562",-119.33,36.28,16,2624,527,1077,520,2.125,104200
"9563",-119.33,36.22,9,3748,644,1955,620,4.2011,108100
"9564",-119.33,36.22,29,1735,323,805,293,3.5039,89900
"9565",-119.33,36.21,38,3115,622,1238,606,2.6083,67000
"9566",-119.33,35.6,32,2703,683,2682,675,1.4619,60500
"9567",-119.33,35.59,20,3085,691,2645,676,1.7868,54100
"9568",-119.34,37.12,23,1881,380,64,37,3.875,125000
"9569",-119.34,36.32,6,3266,604,1769,580,3.1574,89200
"9570",-119.34,36.32,14,1204,227,633,247,3.925,83800
"9571",-119.34,36.31,14,1635,422,870,399,2.7,88900
"9572",-119.34,36.3,13,2394,458,1177,389,2.6875,74400
"9573",-119.34,36.23,12,4965,872,2191,804,3.5611,90200
"9574",-119.34,36.21,30,749,214,537,199,0.8229,68400
"9575",-119.34,36.21,22,3065,726,2165,738,1.4792,54400
"9576",-119.34,36.2,12,1632,378,1303,315,2.0333,54400
"9577",-119.34,35.6,16,1584,309,1011,268,2.4961,58800
"9578",-119.34,35.59,33,3240,654,1809,616,2.3934,71900
"9579",-119.35,36.52,39,3027,608,2199,592,2.6445,62000
"9580",-119.35,36.42,18,1115,193,1742,176,2.7969,123800
"9581",-119.35,36.32,10,3817,719,1686,714,3.8235,94600
"9582",-119.35,36.22,32,1290,304,852,309,1.4429,54600
"9583",-119.35,36.2,31,1783,382,1266,358,2.2264,50800
"9584",-119.35,36.2,29,1938,404,1487,414,1.7462,51100
"9585",-119.35,36.16,21,2751,602,1496,489,2.3882,49200
"9586",-119.35,35.58,13,1657,362,1186,376,1.1903,63200
"9587",-119.36,36.33,11,3221,617,1351,565,2.9844,132000
"9588",-119.36,36.22,10,2445,526,1262,476,1.9355,68300
"9589",-119.36,36.21,25,1170,259,804,257,1.3889,50200
"9590",-119.36,36.21,18,1082,202,793,213,2.4032,60000
"9591",-119.36,36.2,33,1955,398,1412,397,2.25,51500
"9592",-119.36,35.55,29,510,84,236,73,2.7,125000
"9593",-119.37,36.47,26,337,69,277,73,2.3438,1e+05
"9594",-119.37,36.35,20,1132,177,518,178,5.3767,231300
"9595",-119.37,36.22,19,1673,318,1298,343,2.706,64800
"9596",-119.37,36.21,35,2228,476,1567,449,1.4455,54100
"9597",-119.38,36.56,25,1180,222,611,212,2.0729,84700
"9598",-119.38,36.55,31,2342,439,1411,465,3.017,72000
"9599",-119.38,36.54,33,2465,536,2030,522,1.5223,51800
"9600",-119.38,36.53,38,1281,297,1423,293,1.9602,51400
"9601",-119.38,36.3,14,1932,330,997,291,3.6875,93200
"9602",-119.39,36.64,38,949,190,578,187,2.3618,80000
"9603",-119.39,36.55,30,1669,314,837,325,3.3869,80400
"9604",-119.39,36.54,30,1408,326,1184,324,1.7165,59100
"9605",-119.39,34.32,19,3238,629,1195,443,4.8472,500001
"9606",-119.4,37.09,22,2211,477,773,288,3.3269,102700
"9607",-119.4,36.55,19,3000,628,2202,590,2.5141,67400
"9608",-119.4,36.53,28,2201,429,1524,412,2.75,65000
"9609",-119.4,36.04,39,915,199,580,175,1.8894,112500
"9610",-119.4,35.06,21,2213,458,1250,440,2.9187,52100
"9611",-119.41,36.68,18,1802,332,945,292,3.4044,115300
"9612",-119.41,36.35,20,1743,340,1390,336,2.2222,52900
"9613",-119.42,36.35,20,1469,303,1031,259,1.6645,48000
"9614",-119.42,35.4,24,2585,480,1442,424,2.8452,104700
"9615",-119.42,35.19,26,890,172,483,170,4.15,68200
"9616",-119.43,36.63,25,1784,312,904,303,3.625,107600
"9617",-119.43,36.61,19,1484,296,1296,298,2.4219,65800
"9618",-119.43,36.59,15,1371,306,1266,309,1.767,63300
"9619",-119.43,36.55,27,1621,323,882,324,2.75,93500
"9620",-119.44,38.53,20,1963,434,682,273,1.5817,97800
"9621",-119.44,36.6,5,2353,608,2505,573,2.2863,69200
"9622",-119.44,36.59,32,1153,236,761,241,2.825,67600
"9623",-119.44,36.59,28,1343,330,1331,305,1.516,56700
"9624",-119.44,36.58,37,1054,239,879,257,2.5234,63500
"9625",-119.44,36.48,27,1546,415,1704,395,1.1728,41700
"9626",-119.45,37.21,17,3538,726,1603,629,2.9449,95600
"9627",-119.45,36.61,24,1302,232,693,243,3.7917,90500
"9628",-119.45,36.6,42,510,88,247,99,2.5,73000
"9629",-119.45,36.6,36,2294,489,1430,454,1.8975,60900
"9630",-119.45,36.59,41,1749,342,1171,314,1.6875,66100
"9631",-119.45,36.59,28,1274,215,572,202,3.825,84200
"9632",-119.45,36.58,18,1425,280,753,266,3.7813,87300
"9633",-119.45,36.48,38,402,86,311,87,3.1719,106300
"9634",-119.45,36.35,22,1824,333,1076,282,2.3365,69600
"9635",-119.45,36.09,18,408,82,253,75,2.0313,112500
"9636",-119.45,35.16,34,3437,696,1783,608,2.3912,52900
"9637",-119.45,35.13,34,1440,309,808,294,2.3013,26600
