"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"6501",-118.27,33.98,45,1696,424,1502,429,1.3042,99200
"6502",-118.27,33.98,44,1722,457,2177,401,2.125,92500
"6503",-118.27,33.98,39,2062,588,1933,570,1.3801,97000
"6504",-118.27,33.98,30,1966,584,2028,535,1.625,101500
"6505",-118.27,33.97,45,1546,371,1186,366,1.64,96800
"6506",-118.27,33.97,34,1462,394,1310,351,1.1557,90100
"6507",-118.27,33.96,38,977,295,1073,292,1.0208,86400
"6508",-118.27,33.96,34,1040,276,1083,255,1.6467,90900
"6509",-118.27,33.95,43,1156,291,1074,299,1.8814,94900
"6510",-118.27,33.95,40,935,226,818,236,1.8798,101300
"6511",-118.27,33.95,39,1529,358,1154,357,1.2091,97900
"6512",-118.27,33.95,34,1261,315,1027,303,2.2946,88800
"6513",-118.27,33.95,29,1579,351,1056,322,2.3056,98500
"6514",-118.27,33.94,39,2078,561,1901,504,1.1468,96900
"6515",-118.27,33.94,38,1314,318,1080,285,1.5872,89800
"6516",-118.27,33.94,37,973,221,842,178,1.6645,94900
"6517",-118.27,33.93,38,2073,500,1657,470,1.2098,88400
"6518",-118.27,33.93,36,1467,369,1247,347,1.8191,92700
"6519",-118.27,33.92,36,1465,346,1147,324,1.7262,88800
"6520",-118.27,33.92,35,1818,374,1444,372,2.745,106800
"6521",-118.27,33.92,34,1178,260,1166,244,1.9185,93300
"6522",-118.27,33.91,42,1786,358,1318,373,2.625,101100
"6523",-118.27,33.91,37,3018,547,1720,512,2.7269,124100
"6524",-118.27,33.91,32,2238,471,1292,467,1.1705,110600
"6525",-118.27,33.89,32,1969,397,1349,370,4.4659,138100
"6526",-118.27,33.86,33,1685,333,1484,318,4.3527,167000
"6527",-118.27,33.86,29,2587,489,2115,475,3.7466,168600
"6528",-118.27,33.86,26,1097,167,701,188,6.5799,196600
"6529",-118.27,33.84,24,6303,1277,3728,1252,3.9227,208600
"6530",-118.27,33.83,28,2152,415,1623,429,4.35,200500
"6531",-118.27,33.82,39,1357,249,763,229,4.25,200300
"6532",-118.27,33.82,37,943,218,803,216,5.2287,191100
"6533",-118.27,33.82,36,1593,334,1427,320,4.4015,166900
"6534",-118.27,33.82,33,1596,337,1650,329,4.3687,173500
"6535",-118.27,33.82,28,1642,434,1575,420,4.1292,201900
"6536",-118.27,33.81,42,865,208,811,218,3.8621,165300
"6537",-118.27,33.81,38,1607,337,1130,334,4.4821,190700
"6538",-118.27,33.8,38,1446,327,980,319,3.35,177700
"6539",-118.27,33.8,28,4698,902,3287,881,4.8508,215900
"6540",-118.27,33.79,39,1417,359,1450,367,2.8462,172000
"6541",-118.27,33.79,36,2218,561,1789,527,3.1613,182300
"6542",-118.27,33.79,31,1535,369,1291,340,2.9375,174000
"6543",-118.27,33.79,26,2109,651,2120,605,2.1447,158700
"6544",-118.27,33.78,21,3354,1174,4426,1110,2.5262,167300
"6545",-118.27,33.77,26,2272,694,2567,595,1.9964,150600
"6546",-118.28,34.76,19,3430,601,1817,571,4.7875,163600
"6547",-118.28,34.26,32,1079,207,486,167,4.9833,213000
"6548",-118.28,34.25,35,2045,450,1166,407,3.5214,197600
"6549",-118.28,34.25,29,2559,787,1886,769,2.6036,162100
"6550",-118.28,34.24,32,2542,526,1278,493,4.45,263600
"6551",-118.28,34.24,29,3390,580,1543,576,5.6184,316900
"6552",-118.28,34.18,52,2602,418,1137,419,5.3185,358000
"6553",-118.28,34.18,50,2195,336,878,309,6.884,365600
"6554",-118.28,34.18,47,2243,339,911,319,7.4046,446800
"6555",-118.28,34.17,52,2332,433,1135,440,5.5658,331200
"6556",-118.28,34.16,49,1393,290,605,282,2.9491,257400
"6557",-118.28,34.11,52,2036,348,775,332,5.4122,397500
"6558",-118.28,34.11,52,1803,437,787,388,4.5781,360500
"6559",-118.28,34.11,38,4453,1156,1830,1099,3.6181,495600
"6560",-118.28,34.1,49,2843,880,2004,796,2.7875,217300
"6561",-118.28,34.1,49,1767,467,1066,438,3.0958,210900
"6562",-118.28,34.1,48,805,246,633,235,2.3421,2e+05
"6563",-118.28,34.1,44,2728,585,1227,567,4.0602,324000
"6564",-118.28,34.09,52,2273,663,1480,597,2.3333,196500
"6565",-118.28,34.09,49,3828,1197,2862,1009,2.4677,219200
"6566",-118.28,34.09,38,790,275,664,194,3.0357,175000
"6567",-118.28,34.08,52,2465,773,2328,746,2.6178,203100
"6568",-118.28,34.08,42,997,374,982,372,2.9423,2e+05
"6569",-118.28,34.08,40,1630,543,1568,510,2.7366,169100
"6570",-118.28,34.08,39,3162,896,1934,818,2.875,213500
"6571",-118.28,34.07,41,1072,331,1111,314,1.9233,207100
"6572",-118.28,34.07,32,1777,536,1684,489,2.3636,190000
"6573",-118.28,34.07,25,7522,3179,7221,2902,2.0173,177500
"6574",-118.28,34.07,24,3247,1281,2642,1182,2.4632,216700
"6575",-118.28,34.07,14,1924,926,2226,792,2.2552,265900
"6576",-118.28,34.06,52,936,454,990,354,1.1122,187500
"6577",-118.28,34.06,52,1261,616,2309,581,1.6184,225000
"6578",-118.28,34.06,42,2472,1368,3795,1179,1.2254,162500
"6579",-118.28,34.06,17,2518,1196,3051,1000,1.7199,175000
"6580",-118.28,34.06,14,1787,853,2251,763,1.1642,4e+05
"6581",-118.28,34.05,44,1273,474,1754,460,1.6037,275000
"6582",-118.28,34.05,41,1788,774,2931,702,1.4413,158900
"6583",-118.28,34.05,31,1525,730,2510,652,1.6355,162500
"6584",-118.28,34.05,28,1306,637,2079,598,1.4615,275000
"6585",-118.28,34.04,48,1521,513,1772,458,2.2232,162500
"6586",-118.28,34.04,39,1155,433,1857,424,2.1696,153400
"6587",-118.28,34.04,25,1582,780,2390,719,1.4167,2e+05
"6588",-118.28,34.04,20,1193,454,1880,453,2.1806,180000
"6589",-118.28,34.04,19,460,241,890,229,1.6089,162500
"6590",-118.28,34.03,45,943,289,953,238,2.0673,151600
"6591",-118.28,34.03,41,1933,791,3121,719,1.8539,147500
"6592",-118.28,34.03,25,1407,550,1193,472,1.2989,225000
"6593",-118.28,34.02,52,281,103,470,96,1.9375,38800
"6594",-118.28,34.02,46,1098,426,1510,374,2.1382,156300
"6595",-118.28,34.01,50,2601,794,3080,770,1.8656,122900
"6596",-118.28,34.01,46,441,167,621,144,1.8824,162500
"6597",-118.28,34.01,34,2305,775,2450,740,1.7143,132000
"6598",-118.28,34,48,1514,376,1353,344,2.1607,96100
"6599",-118.28,34,46,1650,463,1992,458,2.3403,114100
"6600",-118.28,34,44,2636,725,2182,651,1.432,124000
"6601",-118.28,34,43,713,245,880,237,1.2065,103600
"6602",-118.28,34,42,1534,417,1295,380,2.0938,119200
"6603",-118.28,34,38,3335,921,3612,887,2.125,118800
"6604",-118.28,33.99,52,1283,342,1363,329,2.5848,101900
"6605",-118.28,33.99,49,2174,481,1861,484,1.7159,95000
"6606",-118.28,33.99,46,2577,703,2446,687,1.275,98300
"6607",-118.28,33.99,46,1211,321,1153,282,1.7849,99300
"6608",-118.28,33.99,38,1454,323,1098,297,1.5109,104000
"6609",-118.28,33.99,37,1971,513,1673,464,1.4625,103000
"6610",-118.28,33.98,47,865,193,782,217,2.2411,93000
"6611",-118.28,33.98,45,1720,416,1382,365,0.9337,92300
"6612",-118.28,33.98,43,1240,312,1100,311,1.575,97500
"6613",-118.28,33.98,39,1306,345,1332,331,1.9564,92200
"6614",-118.28,33.98,19,883,313,726,277,0.9809,121400
"6615",-118.28,33.97,40,2180,642,2464,631,1.5521,90100
"6616",-118.28,33.97,38,1819,497,2110,499,1.6027,97300
"6617",-118.28,33.97,35,2305,634,1978,568,1.375,1e+05
"6618",-118.28,33.97,34,2771,802,2782,715,1.6652,99000
"6619",-118.28,33.97,31,2017,566,2063,521,1.9219,107000
"6620",-118.28,33.97,31,1068,271,1091,281,1.689,102600
"6621",-118.28,33.96,42,1604,399,1581,387,1.7656,96700
"6622",-118.28,33.96,42,1206,304,1167,250,1.615,101300
"6623",-118.28,33.96,41,1175,340,1241,352,1.2273,98400
"6624",-118.28,33.96,37,1812,500,1640,447,1.9348,99100
"6625",-118.28,33.96,34,2074,562,1913,514,1.6156,102100
"6626",-118.28,33.96,23,1983,611,2048,600,1.5313,91400
"6627",-118.28,33.95,41,835,208,707,192,1.4103,86200
"6628",-118.28,33.95,40,2044,538,2150,524,2.1437,94800
"6629",-118.28,33.94,9,456,130,438,114,0.8952,81300
"6630",-118.28,33.94,44,1631,338,1197,355,3.0788,1e+05
"6631",-118.28,33.94,43,1201,292,840,252,2.7917,105600
"6632",-118.28,33.93,52,117,33,74,45,0.4999,90600
"6633",-118.28,33.93,45,529,112,448,120,3.5833,90600
"6634",-118.28,33.93,43,269,74,295,79,2.2969,90600
"6635",-118.28,33.93,21,847,278,1283,277,1.4329,94100
"6636",-118.28,33.92,39,1472,302,1036,318,3,110000
"6637",-118.28,33.92,39,1274,282,975,277,1.5114,90400
"6638",-118.28,33.92,37,742,151,729,144,3.055,105400
"6639",-118.28,33.92,37,1761,409,1309,357,2.1875,175900
"6640",-118.28,33.91,41,620,133,642,162,2.6546,159600
"6641",-118.28,33.88,19,2758,675,2047,591,2.6618,179700
"6642",-118.28,33.85,27,489,98,403,97,5.144,180800
"6643",-118.28,33.83,28,880,168,717,142,4.5469,175700
"6644",-118.28,33.82,30,3615,760,2813,752,5.3849,217700
"6645",-118.28,33.82,26,4586,1042,3680,1027,4.174,205100
"6646",-118.28,33.81,29,2755,508,2046,488,5.2034,212400
"6647",-118.28,33.8,38,1471,329,1207,335,4,165500
"6648",-118.28,33.79,36,1989,458,1668,455,3.3009,168000
"6649",-118.28,33.78,37,1212,304,1076,293,3.2115,160100
"6650",-118.28,33.78,20,2233,591,1915,558,3.2011,169100
"6651",-118.28,33.75,21,2442,719,1916,646,1.2276,208300
"6652",-118.28,33.75,18,393,189,429,188,1.8393,187500
"6653",-118.28,33.74,44,1853,556,2090,539,1.8584,248100
"6654",-118.28,33.74,40,1751,512,1939,503,1.5394,2e+05
"6655",-118.28,33.74,16,855,271,486,250,0.7591,350000
"6656",-118.28,33.73,45,2137,559,1550,529,1.9167,227200
"6657",-118.28,33.73,39,2602,802,2178,737,2.0469,234500
"6658",-118.28,33.68,8,2842,522,1624,510,3.7282,287500
"6659",-118.29,34.65,18,6893,1372,2837,1221,3.3173,218400
"6660",-118.29,34.36,34,503,99,275,68,4.5491,375000
"6661",-118.29,34.26,33,3177,713,1845,612,4.008,191100
"6662",-118.29,34.25,8,5568,1514,3565,1374,3.0795,161500
"6663",-118.29,34.25,19,1988,594,1399,527,2.4727,175000
"6664",-118.29,34.18,36,3120,620,1441,612,3.9041,320400
"6665",-118.29,34.17,17,3852,1066,2986,993,2.3482,255400
"6666",-118.29,34.17,12,2238,682,1882,611,2.9,208300
"6667",-118.29,34.16,42,413,107,349,107,4.3438,189800
"6668",-118.29,34.16,35,1257,318,764,319,3.2083,238000
"6669",-118.29,34.16,31,1262,338,1019,332,3.7083,241900
"6670",-118.29,34.11,49,2850,379,1113,380,12.9591,500001
"6671",-118.29,34.11,48,1448,295,681,287,3.2333,436400
"6672",-118.29,34.11,40,2681,737,1144,669,3.0461,264300
"6673",-118.29,34.11,30,2774,570,1076,580,5.296,500001
"6674",-118.29,34.11,24,3696,1125,1685,1031,2.3789,266700
"6675",-118.29,34.1,43,1711,443,1190,429,3.5172,265500
"6676",-118.29,34.1,39,631,298,744,274,2.7054,162500
"6677",-118.29,34.1,39,2196,582,1165,538,2.9417,254200
"6678",-118.29,34.09,52,1272,322,984,353,1.9063,261600
"6679",-118.29,34.09,43,1583,658,1941,614,1.9835,225000
"6680",-118.29,34.09,39,336,173,586,151,1.8056,262500
"6681",-118.29,34.09,35,2624,1116,3548,1008,2.0132,198400
"6682",-118.29,34.09,34,2716,1114,2991,1021,1.7514,187500
"6683",-118.29,34.09,29,2240,792,2254,739,2.3317,172500
"6684",-118.29,34.09,28,1562,648,1974,597,1.9766,112500
"6685",-118.29,34.08,49,649,315,987,329,1.6806,316700
"6686",-118.29,34.08,43,3056,1345,3920,1304,1.925,3e+05
"6687",-118.29,34.08,38,380,130,445,140,1.9286,137500
"6688",-118.29,34.08,34,479,182,557,170,1.525,210000
"6689",-118.29,34.08,23,1864,937,2795,858,1.8495,212500
"6690",-118.29,34.07,26,2302,1124,2660,1004,2.3567,253100
"6691",-118.29,34.07,24,4021,1707,3727,1529,1.7365,112500
"6692",-118.29,34.07,22,492,269,634,261,1.6406,3e+05
"6693",-118.29,34.07,19,3013,1118,2465,1008,2.5386,290600
"6694",-118.29,34.06,9,1554,815,1704,761,2.0185,141700
"6695",-118.29,34.06,46,1759,1012,2716,877,2.1637,350000
"6696",-118.29,34.06,42,3894,2293,6846,2156,1.5553,70000
"6697",-118.29,34.06,27,2456,1111,4137,1104,1.5954,187500
"6698",-118.29,34.06,23,2040,778,2235,697,1.9309,233300
"6699",-118.29,34.05,31,2818,1252,4126,1200,2.053,229200
"6700",-118.29,34.05,18,3585,1661,5229,1534,1.847,250000
"6701",-118.29,34.04,48,1353,488,1945,487,2.4359,123700
"6702",-118.29,34.04,44,1941,579,2049,535,2.0405,143000
"6703",-118.29,34.04,41,659,291,1224,290,2.0817,132500
"6704",-118.29,34.04,32,432,182,702,186,2.1471,125000
"6705",-118.29,34.04,31,700,299,1272,298,2.1542,128100
"6706",-118.29,34.03,42,1680,557,2099,526,1.9167,136400
"6707",-118.29,34.03,38,1501,437,1777,441,2.0848,135200
"6708",-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300
"6709",-118.29,34.03,22,3313,1235,2381,1063,0.7473,168800
"6710",-118.29,34.02,26,2001,582,2044,557,1.1563,118800
"6711",-118.29,34.02,21,1641,491,1526,453,2.087,141300
"6712",-118.29,34.01,50,2238,673,2247,583,1.6505,125000
"6713",-118.29,34.01,42,814,223,511,188,2.3942,123200
"6714",-118.29,34.01,40,885,312,799,221,1.1667,143800
"6715",-118.29,34.01,39,751,207,1010,231,1.6036,137500
"6716",-118.29,34.01,30,1385,518,1730,472,1.0539,142500
"6717",-118.29,34,52,2579,494,1558,458,2.0809,109600
"6718",-118.29,34,52,1319,295,898,271,2.7727,128600
"6719",-118.29,34,44,1753,387,1165,380,2.1354,105800
"6720",-118.29,33.99,46,2608,636,1766,596,1.5846,114800
"6721",-118.29,33.99,43,1902,398,1153,363,1.9375,112900
"6722",-118.29,33.99,39,979,235,857,236,2.5547,108900
"6723",-118.29,33.98,48,1124,231,783,223,3.4444,93100
"6724",-118.29,33.98,46,1118,300,786,254,1.4042,110000
"6725",-118.29,33.98,44,2261,555,1348,455,1.9125,97200
"6726",-118.29,33.98,42,2833,768,2542,725,1.3479,1e+05
"6727",-118.29,33.98,41,1582,416,1422,370,1.0516,108300
"6728",-118.29,33.98,30,1162,318,1207,289,1.223,1e+05
"6729",-118.29,33.97,48,3139,587,1319,506,3.5208,134200
"6730",-118.29,33.97,43,2660,672,2133,588,1.7734,107300
"6731",-118.29,33.96,39,1340,409,1463,367,1.5294,111400
"6732",-118.29,33.96,36,1717,417,902,368,1.4868,113200
"6733",-118.29,33.96,32,3508,917,2794,839,1.554,1e+05
"6734",-118.29,33.95,40,2808,695,2357,627,1.9655,102300
"6735",-118.29,33.95,39,1701,428,1468,411,1.9702,93200
"6736",-118.29,33.95,32,721,205,842,208,1.6029,89700
"6737",-118.29,33.95,31,2839,792,2390,729,2,109800
"6738",-118.29,33.94,38,2407,630,1774,562,1.5615,108600
"6739",-118.29,33.94,34,1089,278,995,315,2.3352,107700
"6740",-118.29,33.94,32,2701,708,1880,590,1.6716,123800
"6741",-118.29,33.93,43,2021,379,1051,352,3.3836,129900
"6742",-118.29,33.93,41,896,198,605,168,2.2778,128100
"6743",-118.29,33.93,32,1815,488,1715,475,1.7244,111200
"6744",-118.29,33.92,40,1935,461,1616,433,2.875,120200
"6745",-118.29,33.92,34,1799,362,1293,355,3.692,145200
"6746",-118.29,33.92,34,1374,240,906,248,5.3292,155500
"6747",-118.29,33.92,23,2503,532,1735,505,2.7368,162800
"6748",-118.29,33.91,28,1501,446,1028,418,2.3043,177500
"6749",-118.29,33.9,42,1273,309,1203,348,4.4636,162000
"6750",-118.29,33.89,32,2355,583,1605,571,4.2171,218200
"6751",-118.29,33.88,32,2307,493,1754,528,4.317,232800
"6752",-118.29,33.88,27,2082,612,2009,548,2.9063,184100
"6753",-118.29,33.88,21,4946,1231,3186,1167,3.3281,237000
"6754",-118.29,33.87,32,1700,340,864,317,4.381,238700
"6755",-118.29,33.85,10,1391,420,1378,377,1.9049,222200
"6756",-118.29,33.84,34,2617,558,1396,515,5.061,218000
"6757",-118.29,33.84,23,3626,799,2321,731,4.7393,237900
"6758",-118.29,33.84,11,2274,617,1897,622,3.5094,162900
"6759",-118.29,33.82,21,4383,901,2689,913,3.4375,218800
"6760",-118.29,33.81,19,7023,1538,3993,1412,5.0532,218200
"6761",-118.29,33.8,21,9944,1623,4185,1582,4.526,329400
