"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"501",-116.99,32.83,20,6696,1326,3687,1291,3.1979,154600
"502",-116.99,32.81,25,4436,758,1997,738,4.2386,201000
"503",-116.99,32.81,18,10968,1521,4439,1501,6.2787,250000
"504",-116.99,32.8,34,3657,538,1513,562,5.2907,195800
"505",-116.99,32.79,33,2420,393,1003,397,4.0658,165100
"506",-116.99,32.79,26,3623,703,1609,669,3.744,165800
"507",-116.99,32.78,29,1114,163,385,154,5.4333,222800
"508",-116.99,32.77,35,2306,334,828,310,6.1103,301600
"509",-116.99,32.74,18,3341,611,1952,602,3.9844,215300
"510",-116.99,32.74,17,3101,547,1410,486,3.1771,189900
"511",-116.99,32.73,30,1856,339,1103,379,4.0357,153800
"512",-116.99,32.72,15,825,130,334,131,4.0391,169500
"513",-116.99,32.72,14,1771,301,1046,284,4.775,143300
"514",-116.99,32.72,13,1330,216,719,215,3.8295,149600
"515",-116.99,32.72,11,1112,164,441,174,4.7679,169500
"516",-116.99,32.71,21,3049,582,2355,585,3.8904,113800
"517",-116.99,32.7,15,3660,622,2629,612,4.0444,150100
"518",-116.99,32.64,15,4331,699,2046,627,3.9519,193500
"519",-117,34.89,29,2637,512,1188,446,2.99,69400
"520",-117,34.87,16,6862,1292,3562,1126,3.6091,87200
"521",-117,33.74,8,5330,1529,2143,1107,2.1103,94400
"522",-117,33.29,17,2073,313,573,221,8.2531,419200
"523",-117,32.87,18,11544,1979,6296,1923,4.4904,150400
"524",-117,32.85,24,1888,319,950,319,5.282,140800
"525",-117,32.8,33,1816,325,768,316,4.5662,150300
"526",-117,32.77,35,2114,317,881,320,5.5,241400
"527",-117,32.77,30,1802,401,776,386,2.8125,173500
"528",-117,32.76,31,2545,373,956,342,4.3977,226800
"529",-117,32.76,31,1989,280,805,301,6.5645,189100
"530",-117,32.74,17,2357,599,1423,510,1.8856,118800
"531",-117,32.72,10,3817,943,2352,875,2.1362,143200
"532",-117,32.71,22,2263,441,1395,416,3.725,123500
"533",-117,32.7,23,2785,468,1456,449,4.3714,131000
"534",-117,32.67,16,2238,307,1002,303,6.6143,264100
"535",-117,32.64,11,3098,490,1391,484,4.9792,170400
"536",-117.01,34.9,36,2181,555,1404,492,2.3077,55500
"537",-117.01,34.9,34,2194,519,1326,515,2.1056,72000
"538",-117.01,34.89,26,2599,498,1332,443,2.7198,70400
"539",-117.01,34.01,15,5592,891,2419,840,4.7193,135200
"540",-117.01,33.97,18,4775,886,1868,836,2.3355,118800
"541",-117.01,33.04,13,4595,567,1643,544,7.7684,362300
"542",-117.01,32.99,8,3372,430,1536,448,8.4284,378300
"543",-117.01,32.85,23,2592,414,1401,431,5.4903,151400
"544",-117.01,32.84,23,1951,395,901,378,3.1023,143300
"545",-117.01,32.83,17,15401,3280,7302,3176,3.3067,121900
"546",-117.01,32.81,26,4499,645,1866,626,5.516,185100
"547",-117.01,32.81,21,4203,618,1620,600,5.3441,193500
"548",-117.01,32.8,20,2705,545,1198,497,3.7159,168900
"549",-117.01,32.8,17,1558,479,803,431,2.6934,160200
"550",-117.01,32.8,17,1042,210,650,215,3.1,84200
"551",-117.01,32.79,33,4015,663,1864,664,4.3152,159300
"552",-117.01,32.79,31,3776,815,1886,799,3.4421,155300
"553",-117.01,32.78,20,2616,597,1532,579,2.9896,235600
"554",-117.01,32.77,43,841,192,496,207,3.0179,149300
"555",-117.01,32.77,34,3330,723,1592,656,2.6678,164200
"556",-117.01,32.76,34,3415,608,1464,593,4.0549,223700
"557",-117.01,32.76,22,3626,824,1800,769,2.8594,189600
"558",-117.01,32.75,34,2105,340,973,357,4.3088,152500
"559",-117.01,32.75,26,4038,706,2065,687,3.9545,178100
"560",-117.01,32.74,31,3473,722,2098,677,2.6973,135200
"561",-117.01,32.73,22,2526,530,1556,529,2.8646,120800
"562",-117.01,32.72,12,2914,734,2104,703,2.3068,132300
"563",-117.01,32.71,20,3506,692,1977,668,2.981,129100
"564",-117.01,32.7,7,2327,490,1304,445,3.3553,132200
"565",-117.01,32.7,25,2321,398,1434,386,3.5341,120800
"566",-117.01,32.67,17,2319,348,1125,337,5.551,266900
"567",-117.01,32.66,11,9992,1368,4495,1316,6.9664,293900
"568",-117.01,32.63,7,6483,976,3269,1005,5.7358,221600
"569",-117.02,36.4,19,619,239,490,164,2.1,14999
"570",-117.02,34.9,37,1199,351,782,296,1.6515,61600
"571",-117.02,34.89,29,3111,661,1530,608,2.8281,69300
"572",-117.02,34.03,19,4415,648,1627,619,4.2361,191600
"573",-117.02,33.95,5,1822,367,798,313,2.8783,105200
"574",-117.02,33.81,10,6317,1335,2625,1094,2.3,108900
"575",-117.02,33.76,20,1317,203,453,158,2.8393,120700
"576",-117.02,33.73,14,3700,750,1171,695,1.9476,112500
"577",-117.02,33.71,6,8278,1579,3062,1446,3.0043,134700
"578",-117.02,33.6,7,1972,352,964,317,3.244,337200
"579",-117.02,32.95,25,1909,334,1043,322,3.7784,160100
"580",-117.02,32.84,17,4013,673,2263,661,5.131,148300
"581",-117.02,32.81,27,1950,317,950,320,4.0656,164000
"582",-117.02,32.81,26,1998,301,874,305,5.4544,180900
"583",-117.02,32.81,14,3173,599,1451,585,3.7292,182200
"584",-117.02,32.8,29,1232,243,665,247,3.65,168900
"585",-117.02,32.8,27,2369,370,927,374,4.1162,177200
"586",-117.02,32.79,36,2211,384,868,329,4.0491,147900
"587",-117.02,32.78,33,3481,708,1726,719,3.3675,158200
"588",-117.02,32.78,31,2567,507,1198,499,3.4659,163000
"589",-117.02,32.76,40,2523,488,976,470,3.11,185700
"590",-117.02,32.76,15,1204,326,543,326,1.0278,154200
"591",-117.02,32.75,33,3296,537,1345,556,5.2835,217100
"592",-117.02,32.74,30,4205,772,2012,734,3.5,144700
"593",-117.02,32.74,12,3301,963,2000,879,1.8594,119200
"594",-117.02,32.73,22,5201,865,3280,817,4.7952,141400
"595",-117.02,32.72,36,2030,369,1142,357,3.7763,126900
"596",-117.02,32.71,30,3187,592,2082,631,3.5388,118500
"597",-117.02,32.7,22,2756,516,1849,486,4.1837,125400
"598",-117.02,32.68,14,3986,675,2065,702,5.7192,267400
"599",-117.02,32.67,20,1505,184,635,182,6.5772,245200
"600",-117.02,32.66,19,771,103,376,108,6.6272,273600
"601",-117.02,32.64,5,260,41,157,42,6.5151,281700
"602",-117.02,32.59,19,1902,335,1102,313,3.0365,98100
"603",-117.03,34.91,27,2718,583,1472,509,2.825,76600
"604",-117.03,34.87,7,2245,407,1016,364,3.9464,101500
"605",-117.03,34.07,16,3784,577,1615,525,4.2333,220300
"606",-117.03,34.03,26,3501,664,1860,681,3.0403,113500
"607",-117.03,33.89,6,78,11,27,10,3.125,187500
"608",-117.03,33.32,14,1088,209,601,193,3.8438,243800
"609",-117.03,33.18,17,5391,886,2732,830,5.1771,212800
"610",-117.03,33.12,25,3142,446,1286,419,5.4663,248300
"611",-117.03,32.96,16,3424,698,1940,645,4.121,182100
"612",-117.03,32.82,16,1765,289,743,280,4.9744,209700
"613",-117.03,32.8,19,3866,775,1554,703,4.3281,220000
"614",-117.03,32.79,31,2366,383,1077,387,4.2992,174400
"615",-117.03,32.79,26,3859,513,1469,538,5.8683,220500
"616",-117.03,32.78,17,5481,1618,2957,1537,2.5707,171300
"617",-117.03,32.77,34,1796,428,918,424,2.875,161200
"618",-117.03,32.77,19,4819,1492,2572,1336,2.3393,118200
"619",-117.03,32.75,24,7879,1655,3898,1534,3.0897,187300
"620",-117.03,32.74,37,821,150,404,135,3.0125,130400
"621",-117.03,32.74,35,1878,454,991,409,2.4345,129700
"622",-117.03,32.73,38,3174,606,1557,619,3.5861,123600
"623",-117.03,32.73,34,2061,391,1169,400,3.5096,142000
"624",-117.03,32.73,32,1750,333,997,335,3.4784,154400
"625",-117.03,32.72,38,886,176,505,188,3.5938,125400
"626",-117.03,32.72,37,2192,455,1515,446,3.0588,120600
"627",-117.03,32.71,34,2328,444,1684,429,3.25,99600
"628",-117.03,32.71,33,3126,627,2300,623,3.2596,103000
"629",-117.03,32.7,19,2304,572,2010,556,2.2866,109900
"630",-117.03,32.69,8,2460,397,1784,390,4.5662,175500
"631",-117.03,32.69,5,3201,532,2061,536,5.0829,179400
"632",-117.03,32.69,10,901,163,698,167,4.6648,156100
"633",-117.03,32.67,15,5094,818,2118,758,5.3505,266600
"634",-117.03,32.65,14,1111,142,472,145,7.6344,290500
"635",-117.03,32.63,14,2796,476,1466,464,5.2489,213700
"636",-117.03,32.63,13,2087,313,1165,330,5.7789,227700
"637",-117.03,32.61,22,1028,148,523,152,6.0086,166900
"638",-117.04,34.89,37,1884,366,1052,353,3.175,66800
"639",-117.04,34.04,30,3474,735,1674,691,2.5863,98300
"640",-117.04,34.03,29,3375,795,1760,699,2.7028,92000
"641",-117.04,34.02,24,4663,1213,1851,1116,1.4418,103500
"642",-117.04,34,25,3750,781,1594,785,2.4167,104900
"643",-117.04,34,21,4624,852,2174,812,3.5255,132100
"644",-117.04,33.15,15,13814,2888,6583,2789,2.8247,150000
"645",-117.04,33.09,16,4677,581,1902,566,6.1834,335600
"646",-117.04,33.03,16,2852,435,1083,448,6.3761,296200
"647",-117.04,33.01,28,922,107,314,97,8.4721,342300
"648",-117.04,32.99,6,9518,1418,4413,1275,6.6012,314900
"649",-117.04,32.98,16,1332,196,640,193,6.0226,192900
"650",-117.04,32.97,13,6711,1256,3683,1220,4.5746,175700
