"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"1001",-117.1,33.36,19,3518,658,2091,610,3.2614,168800
"1002",-117.1,33.17,12,2465,412,1226,428,5.4819,183800
"1003",-117.1,33.15,5,3159,685,1398,581,3.1467,161100
"1004",-117.1,33.14,7,10665,2576,4917,2424,2.3171,159500
"1005",-117.1,33.12,12,961,342,315,201,0.813,275000
"1006",-117.1,33,5,15502,2613,7417,2358,5.9094,261100
"1007",-117.1,32.97,17,3167,861,2098,828,2.4459,85800
"1008",-117.1,32.96,7,3619,770,1134,482,4.1279,167600
"1009",-117.1,32.9,16,2994,445,1047,437,5.149,184300
"1010",-117.1,32.83,16,4214,744,1820,699,4.3783,179500
"1011",-117.1,32.77,49,4449,711,1606,709,5.7768,281600
"1012",-117.1,32.76,52,2606,426,883,380,4.2813,270800
"1013",-117.1,32.76,31,987,267,619,250,2.9286,151800
"1014",-117.1,32.76,30,1835,474,934,415,2.875,139600
"1015",-117.1,32.75,23,1858,551,1506,492,1.7446,85200
"1016",-117.1,32.75,21,2063,609,1686,558,1.4828,94800
"1017",-117.1,32.75,20,2355,722,1848,576,2.0036,99200
"1018",-117.1,32.75,16,2426,799,1505,754,1.6444,103400
"1019",-117.1,32.75,15,2422,774,2120,715,1.0617,92400
"1020",-117.1,32.75,11,1976,548,1528,512,1.4886,89800
"1021",-117.1,32.74,30,1772,500,1389,447,2.3641,94100
"1022",-117.1,32.74,14,2361,601,1831,526,1.6102,93400
"1023",-117.1,32.73,24,2927,704,2005,668,2.2375,102900
"1024",-117.1,32.72,5,1615,387,1094,394,2.2024,137200
"1025",-117.1,32.71,9,1931,472,1628,445,2.085,92600
"1026",-117.1,32.71,25,939,247,1003,240,1.75,87900
"1027",-117.1,32.7,42,2002,488,1505,464,1.5057,86300
"1028",-117.1,32.7,28,633,137,525,170,3.6042,95600
"1029",-117.1,32.69,37,1269,340,1369,302,2.2102,87200
"1030",-117.1,32.69,35,1292,272,1183,272,2.0547,98000
"1031",-117.1,32.69,29,4174,1195,3675,1124,1.8112,103600
"1032",-117.1,32.69,11,3071,911,2812,774,1.2413,83100
"1033",-117.1,32.68,49,1412,350,1200,332,2.0398,93600
"1034",-117.1,32.68,47,771,224,637,212,2.0156,90300
"1035",-117.1,32.68,47,1044,274,1003,280,1.7802,97800
"1036",-117.1,32.68,20,1012,269,837,240,2.0488,88900
"1037",-117.1,32.67,26,2629,763,2721,767,2.0982,109100
"1038",-117.1,32.67,22,1690,541,1669,494,2.0213,110600
"1039",-117.1,32.67,15,1635,553,1347,597,1.2745,92900
"1040",-117.1,32.66,27,1782,560,1785,560,2.1542,106300
"1041",-117.1,32.64,29,1578,460,1236,461,2.5658,134700
"1042",-117.1,32.59,21,2350,667,1621,613,2.0734,87500
"1043",-117.1,32.58,29,1061,202,759,206,4.8646,136800
"1044",-117.1,32.58,27,2616,591,1889,577,2.3824,127600
"1045",-117.1,32.58,23,1662,377,1318,386,2.3,120800
"1046",-117.1,32.58,17,2046,559,1585,530,2.25,132800
"1047",-117.1,32.57,26,2343,371,1221,372,4.3601,144900
"1048",-117.1,32.57,14,5058,1299,3662,1193,2.3253,133700
"1049",-117.1,32.56,16,2687,501,1502,480,3.75,146800
"1050",-117.11,34.43,14,3026,556,1349,485,2.8021,111200
"1051",-117.11,33.98,25,1254,312,715,301,2.7344,149000
"1052",-117.11,33.83,14,2715,500,1540,464,3.8036,139600
"1053",-117.11,33.78,13,1914,339,930,304,4.1875,161200
"1054",-117.11,33.75,17,4174,851,1845,780,2.2618,96100
"1055",-117.11,33.74,18,4799,1035,1966,944,2.1182,71300
"1056",-117.11,33.23,13,5819,919,2228,866,4.9335,298100
"1057",-117.11,33.19,15,3154,488,1656,429,5.0461,222400
"1058",-117.11,33.15,14,8374,1407,2916,1295,4.7019,191100
"1059",-117.11,33.14,10,3208,636,1395,582,3.4455,190500
"1060",-117.11,33.12,46,52,13,59,13,3.875,2e+05
"1061",-117.11,33.11,17,2641,627,1167,647,2.2875,132400
"1062",-117.11,32.97,9,1531,242,850,240,6.0862,263600
"1063",-117.11,32.95,11,4694,824,2223,783,4.9485,231800
"1064",-117.11,32.91,15,1840,235,855,241,7.5992,310600
"1065",-117.11,32.9,16,2043,388,705,352,4.4766,161500
"1066",-117.11,32.84,16,4608,629,2020,636,6.04,243000
