"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
"14001",-122.04,37.34,25,1994,287,704,283,7.7799,447300
"14002",-122.04,37.34,23,2590,725,1795,680,3.16,225000
"14003",-122.04,37.34,20,4475,1048,2271,1021,4.8836,396200
"14004",-122.04,37.34,19,3694,1036,2496,986,3.6991,271500
"14005",-122.04,37.33,26,2690,401,1264,429,7.7643,474700
"14006",-122.04,37.32,27,2826,451,1259,439,5.7528,431400
"14007",-122.04,37.31,29,2476,434,1217,416,6.2045,393800
"14008",-122.04,37.31,24,3388,633,1627,585,5.154,355100
"14009",-122.04,37.3,25,3807,600,1678,600,6.6818,411300
"14010",-122.04,37.3,25,2366,417,1076,398,6.9238,345900
"14011",-122.04,37.29,19,3625,432,1252,409,12.2145,500001
"14012",-122.04,37.26,24,4973,709,1692,696,7.8627,500001
"14013",-122.04,37.24,24,1521,209,539,192,11.1557,500001
"14014",-122.04,37.08,20,467,95,229,86,4.8,261500
"14015",-122.04,37.04,17,4977,994,1987,947,3.8854,312300
"14016",-122.04,36.98,33,797,125,385,133,6.7974,367600
"14017",-122.04,36.97,52,1901,335,955,301,3.8259,253100
"14018",-122.04,36.97,49,792,136,331,137,5.2128,238600
"14019",-122.04,36.97,45,1302,245,621,258,5.1806,266400
"14020",-122.04,36.97,40,1193,227,570,204,4.4659,237500
"14021",-122.04,36.97,30,2695,424,1098,420,5.3972,362300
"14022",-122.04,36.96,44,1294,269,645,259,3.2437,223900
"14023",-122.04,36.96,42,538,107,200,104,2.1667,196400
"14024",-122.04,36.96,42,1149,264,703,232,2.5865,206400
"14025",-122.04,36.96,32,1438,306,802,293,4.1964,202000
"14026",-122.04,36.95,36,1862,364,1080,364,4.4567,263800
"14027",-122.04,36.95,27,1987,374,961,343,3.9667,265800
"14028",-122.05,39.34,44,1064,230,494,175,2.875,61500
"14029",-122.05,38.56,20,1005,168,457,157,5.679,225000
"14030",-122.05,38.26,32,1070,199,631,195,2.6827,98900
"14031",-122.05,38.25,39,199,36,101,38,6.2299,105400
"14032",-122.05,38.25,37,1336,251,680,231,3.815,99000
"14033",-122.05,38,36,2476,472,1213,393,3.7333,136400
"14034",-122.05,38,16,1085,217,356,232,2.3462,75000
